Zerg_Hive 1074; Zerg_Opening unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 263; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 526; Zerg_Queens_Nest 872; Zerg_Sunken_Colony 221; Zerg_Spore_Colony -1; Zerg_Expansion 99; Zerg_Hydralisk_Den 308; Zerg_Greater_Spire -1; Zerg_Expansion2 251; Zerg_Lair 597; Zerg_Ultralisk_Cavern -1; Zerg_Spire 662; Zerg_Building_Overlord 50; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 98; Zerg_Extractor 133; Zerg_Creep_Colony 236; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 255; Zerg_Spore_Colony -1; Zerg_Expansion 148; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 198; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 61; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 228; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 219; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 95; Zerg_Extractor 120; Zerg_Creep_Colony 567; Zerg_Evolution_Chamber 813; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 587; Zerg_Spore_Colony 930; Zerg_Expansion 159; Zerg_Hydralisk_Den 276; Zerg_Greater_Spire -1; Zerg_Expansion2 168; Zerg_Lair 564; Zerg_Ultralisk_Cavern -1; Zerg_Spire 633; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 129; Zerg_Extractor 151; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 303; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 382; Zerg_Ultralisk_Cavern -1; Zerg_Spire 721; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 989; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 80; Zerg_Creep_Colony 267; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 945; Zerg_Sunken_Colony 282; Zerg_Spore_Colony -1; Zerg_Expansion 189; Zerg_Hydralisk_Den 434; Zerg_Greater_Spire -1; Zerg_Expansion2 353; Zerg_Lair 403; Zerg_Ultralisk_Cavern -1; Zerg_Spire 538; Zerg_Building_Overlord 91; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening unknown; Zerg_Spawning_Pool 127; Zerg_Extractor 153; Zerg_Creep_Colony 436; Zerg_Evolution_Chamber 483; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 490; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 253; Zerg_Greater_Spire -1; Zerg_Expansion2 304; Zerg_Lair 208; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 146; Zerg_Creep_Colony 176; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 192; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 264; Zerg_Greater_Spire -1; Zerg_Expansion2 191; Zerg_Lair 228; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 892; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 62; Zerg_Creep_Colony 205; Zerg_Evolution_Chamber 715; Zerg_Queens_Nest 847; Zerg_Sunken_Colony 236; Zerg_Spore_Colony -1; Zerg_Expansion 116; Zerg_Hydralisk_Den 447; Zerg_Greater_Spire -1; Zerg_Expansion2 235; Zerg_Lair 401; Zerg_Ultralisk_Cavern 1034; Zerg_Spire 629; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 94; Zerg_Extractor 135; Zerg_Creep_Colony 353; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 371; Zerg_Spore_Colony -1; Zerg_Expansion 130; Zerg_Hydralisk_Den 327; Zerg_Greater_Spire -1; Zerg_Expansion2 256; Zerg_Lair 287; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 216; Zerg_Creep_Colony 349; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 374; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 355; Zerg_Greater_Spire -1; Zerg_Expansion2 214; Zerg_Lair 301; Zerg_Ultralisk_Cavern -1; Zerg_Spire 474; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 960; Zerg_Opening speedlings; Zerg_Spawning_Pool 92; Zerg_Extractor 196; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber 912; Zerg_Queens_Nest 913; Zerg_Sunken_Colony 236; Zerg_Spore_Colony 1061; Zerg_Expansion 131; Zerg_Hydralisk_Den 394; Zerg_Greater_Spire -1; Zerg_Expansion2 170; Zerg_Lair 272; Zerg_Ultralisk_Cavern 0; Zerg_Spire 786; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 960; Zerg_Opening speedlings; Zerg_Spawning_Pool 92; Zerg_Extractor 196; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber 912; Zerg_Queens_Nest 913; Zerg_Sunken_Colony 236; Zerg_Spore_Colony 1061; Zerg_Expansion 131; Zerg_Hydralisk_Den 394; Zerg_Greater_Spire -1; Zerg_Expansion2 170; Zerg_Lair 272; Zerg_Ultralisk_Cavern 0; Zerg_Spire 786; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 1052; Zerg_Opening speedlings; Zerg_Spawning_Pool 80; Zerg_Extractor 188; Zerg_Creep_Colony 167; Zerg_Evolution_Chamber 437; Zerg_Queens_Nest 1007; Zerg_Sunken_Colony 187; Zerg_Spore_Colony 491; Zerg_Expansion 125; Zerg_Hydralisk_Den 385; Zerg_Greater_Spire -1; Zerg_Expansion2 167; Zerg_Lair 356; Zerg_Ultralisk_Cavern -1; Zerg_Spire 428; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 1066; Zerg_Opening unknown; Zerg_Spawning_Pool 80; Zerg_Extractor 212; Zerg_Creep_Colony 347; Zerg_Evolution_Chamber 951; Zerg_Queens_Nest 1012; Zerg_Sunken_Colony 366; Zerg_Spore_Colony 0; Zerg_Expansion 140; Zerg_Hydralisk_Den 259; Zerg_Greater_Spire -1; Zerg_Expansion2 174; Zerg_Lair 352; Zerg_Ultralisk_Cavern -1; Zerg_Spire 974; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 123; Zerg_Extractor 55; Zerg_Creep_Colony 178; Zerg_Evolution_Chamber 342; Zerg_Queens_Nest 650; Zerg_Sunken_Colony 295; Zerg_Spore_Colony -1; Zerg_Expansion 92; Zerg_Hydralisk_Den 430; Zerg_Greater_Spire -1; Zerg_Expansion2 221; Zerg_Lair 379; Zerg_Ultralisk_Cavern -1; Zerg_Spire 627; Zerg_Building_Overlord 102; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 290; Zerg_Creep_Colony 228; Zerg_Evolution_Chamber 774; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 252; Zerg_Spore_Colony -1; Zerg_Expansion 140; Zerg_Hydralisk_Den 803; Zerg_Greater_Spire -1; Zerg_Expansion2 149; Zerg_Lair 373; Zerg_Ultralisk_Cavern -1; Zerg_Spire 440; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 963; Zerg_Opening speedlings; Zerg_Spawning_Pool 77; Zerg_Extractor 177; Zerg_Creep_Colony 456; Zerg_Evolution_Chamber 567; Zerg_Queens_Nest 843; Zerg_Sunken_Colony 483; Zerg_Spore_Colony -1; Zerg_Expansion 175; Zerg_Hydralisk_Den 263; Zerg_Greater_Spire -1; Zerg_Expansion2 197; Zerg_Lair 231; Zerg_Ultralisk_Cavern 0; Zerg_Spire 412; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 120; Zerg_Extractor 238; Zerg_Creep_Colony 302; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 570; Zerg_Spore_Colony -1; Zerg_Expansion 101; Zerg_Hydralisk_Den 289; Zerg_Greater_Spire -1; Zerg_Expansion2 174; Zerg_Lair 314; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 104; Zerg_Extractor 337; Zerg_Creep_Colony 248; Zerg_Evolution_Chamber 861; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 264; Zerg_Spore_Colony -1; Zerg_Expansion 137; Zerg_Hydralisk_Den 651; Zerg_Greater_Spire -1; Zerg_Expansion2 266; Zerg_Lair 390; Zerg_Ultralisk_Cavern -1; Zerg_Spire 457; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive 845; Zerg_Opening unknown; Zerg_Spawning_Pool 94; Zerg_Extractor 334; Zerg_Creep_Colony 207; Zerg_Evolution_Chamber 666; Zerg_Queens_Nest 801; Zerg_Sunken_Colony 224; Zerg_Spore_Colony -1; Zerg_Expansion 129; Zerg_Hydralisk_Den 410; Zerg_Greater_Spire -1; Zerg_Expansion2 174; Zerg_Lair 391; Zerg_Ultralisk_Cavern -1; Zerg_Spire 482; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 769; Zerg_Opening speedlings; Zerg_Spawning_Pool 103; Zerg_Extractor 341; Zerg_Creep_Colony 223; Zerg_Evolution_Chamber 603; Zerg_Queens_Nest 710; Zerg_Sunken_Colony 239; Zerg_Spore_Colony -1; Zerg_Expansion 142; Zerg_Hydralisk_Den 441; Zerg_Greater_Spire -1; Zerg_Expansion2 187; Zerg_Lair 406; Zerg_Ultralisk_Cavern 887; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 257; Zerg_Creep_Colony 357; Zerg_Evolution_Chamber 571; Zerg_Queens_Nest 654; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 114; Zerg_Hydralisk_Den 335; Zerg_Greater_Spire -1; Zerg_Expansion2 203; Zerg_Lair 306; Zerg_Ultralisk_Cavern -1; Zerg_Spire 377; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 787; Zerg_Opening speedlings; Zerg_Spawning_Pool 97; Zerg_Extractor 243; Zerg_Creep_Colony 272; Zerg_Evolution_Chamber 591; Zerg_Queens_Nest 710; Zerg_Sunken_Colony 288; Zerg_Spore_Colony -1; Zerg_Expansion 135; Zerg_Hydralisk_Den 320; Zerg_Greater_Spire -1; Zerg_Expansion2 183; Zerg_Lair 303; Zerg_Ultralisk_Cavern -1; Zerg_Spire 427; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 124; Zerg_Extractor 209; Zerg_Creep_Colony 266; Zerg_Evolution_Chamber 563; Zerg_Queens_Nest 675; Zerg_Sunken_Colony 292; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 302; Zerg_Greater_Spire -1; Zerg_Expansion2 171; Zerg_Lair 267; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive 956; Zerg_Opening lurkers; Zerg_Spawning_Pool 100; Zerg_Extractor 63; Zerg_Creep_Colony 577; Zerg_Evolution_Chamber 696; Zerg_Queens_Nest 912; Zerg_Sunken_Colony 600; Zerg_Spore_Colony -1; Zerg_Expansion 160; Zerg_Hydralisk_Den 216; Zerg_Greater_Spire -1; Zerg_Expansion2 372; Zerg_Lair 178; Zerg_Ultralisk_Cavern -1; Zerg_Spire 552; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 98; Zerg_Extractor 405; Zerg_Creep_Colony 218; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 235; Zerg_Spore_Colony -1; Zerg_Expansion 137; Zerg_Hydralisk_Den 528; Zerg_Greater_Spire -1; Zerg_Expansion2 311; Zerg_Lair 478; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 149; Zerg_Extractor 77; Zerg_Creep_Colony 387; Zerg_Evolution_Chamber 583; Zerg_Queens_Nest 1064; Zerg_Sunken_Colony 407; Zerg_Spore_Colony -1; Zerg_Expansion 128; Zerg_Hydralisk_Den 230; Zerg_Greater_Spire 0; Zerg_Expansion2 461; Zerg_Lair 201; Zerg_Ultralisk_Cavern -1; Zerg_Spire 676; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 233; Zerg_Creep_Colony 271; Zerg_Evolution_Chamber 269; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 375; Zerg_Spore_Colony 310; Zerg_Expansion 100; Zerg_Hydralisk_Den 312; Zerg_Greater_Spire 0; Zerg_Expansion2 174; Zerg_Lair 423; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 97; Zerg_Extractor 53; Zerg_Creep_Colony 809; Zerg_Evolution_Chamber 711; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 848; Zerg_Spore_Colony -1; Zerg_Expansion 136; Zerg_Hydralisk_Den 465; Zerg_Greater_Spire -1; Zerg_Expansion2 263; Zerg_Lair 585; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 66; Zerg_Defiler_Mound -1; 
Zerg_Hive 799; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 151; Zerg_Extractor 91; Zerg_Creep_Colony 241; Zerg_Evolution_Chamber 223; Zerg_Queens_Nest 738; Zerg_Sunken_Colony 500; Zerg_Spore_Colony 259; Zerg_Expansion 126; Zerg_Hydralisk_Den 335; Zerg_Greater_Spire 879; Zerg_Expansion2 413; Zerg_Lair 204; Zerg_Ultralisk_Cavern -1; Zerg_Spire 272; Zerg_Building_Overlord 53; Zerg_Defiler_Mound -1; 
Zerg_Hive 524; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 135; Zerg_Creep_Colony 339; Zerg_Evolution_Chamber 467; Zerg_Queens_Nest 470; Zerg_Sunken_Colony 355; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 292; Zerg_Greater_Spire -1; Zerg_Expansion2 227; Zerg_Lair 243; Zerg_Ultralisk_Cavern 723; Zerg_Spire 558; Zerg_Building_Overlord 48; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 64; Zerg_Creep_Colony 338; Zerg_Evolution_Chamber 715; Zerg_Queens_Nest 1040; Zerg_Sunken_Colony 353; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 386; Zerg_Greater_Spire 0; Zerg_Expansion2 207; Zerg_Lair 491; Zerg_Ultralisk_Cavern 0; Zerg_Spire 960; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 86; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 237; Zerg_Hydralisk_Den 555; Zerg_Greater_Spire -1; Zerg_Expansion2 294; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 103; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 110; Zerg_Extractor 136; Zerg_Creep_Colony 208; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 245; Zerg_Spore_Colony -1; Zerg_Expansion 81; Zerg_Hydralisk_Den 272; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 224; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 129; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 137; Zerg_Creep_Colony 991; Zerg_Evolution_Chamber 500; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 1009; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 326; Zerg_Greater_Spire -1; Zerg_Expansion2 223; Zerg_Lair 468; Zerg_Ultralisk_Cavern -1; Zerg_Spire 721; Zerg_Building_Overlord 51; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening lurkers; Zerg_Spawning_Pool 114; Zerg_Extractor 55; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber 321; Zerg_Queens_Nest 1061; Zerg_Sunken_Colony 224; Zerg_Spore_Colony 359; Zerg_Expansion 92; Zerg_Hydralisk_Den 377; Zerg_Greater_Spire -1; Zerg_Expansion2 281; Zerg_Lair 336; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 142; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 103; Zerg_Extractor 55; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 130; Zerg_Hydralisk_Den 374; Zerg_Greater_Spire -1; Zerg_Expansion2 273; Zerg_Lair 592; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 75; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 288; Zerg_Creep_Colony 194; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 215; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 536; Zerg_Greater_Spire -1; Zerg_Expansion2 241; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 86; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 237; Zerg_Hydralisk_Den 555; Zerg_Greater_Spire -1; Zerg_Expansion2 294; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 103; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 222; Zerg_Creep_Colony 229; Zerg_Evolution_Chamber 228; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 257; Zerg_Spore_Colony 305; Zerg_Expansion 109; Zerg_Hydralisk_Den 304; Zerg_Greater_Spire 0; Zerg_Expansion2 182; Zerg_Lair 433; Zerg_Ultralisk_Cavern -1; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 971; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 72; Zerg_Creep_Colony 213; Zerg_Evolution_Chamber 576; Zerg_Queens_Nest 858; Zerg_Sunken_Colony 232; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den 515; Zerg_Greater_Spire 0; Zerg_Expansion2 281; Zerg_Lair 323; Zerg_Ultralisk_Cavern 0; Zerg_Spire 393; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening unknown; Zerg_Spawning_Pool 130; Zerg_Extractor 54; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 120; Zerg_Hydralisk_Den 272; Zerg_Greater_Spire -1; Zerg_Expansion2 186; Zerg_Lair 501; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 68; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 106; Zerg_Extractor 94; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 210; Zerg_Spore_Colony 0; Zerg_Expansion 184; Zerg_Hydralisk_Den 888; Zerg_Greater_Spire 0; Zerg_Expansion2 608; Zerg_Lair 158; Zerg_Ultralisk_Cavern 0; Zerg_Spire 255; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 789; Zerg_Opening hydras; Zerg_Spawning_Pool 108; Zerg_Extractor 280; Zerg_Creep_Colony 382; Zerg_Evolution_Chamber 353; Zerg_Queens_Nest 679; Zerg_Sunken_Colony 418; Zerg_Spore_Colony -1; Zerg_Expansion 145; Zerg_Hydralisk_Den 337; Zerg_Greater_Spire 880; Zerg_Expansion2 204; Zerg_Lair 487; Zerg_Ultralisk_Cavern 1073; Zerg_Spire 551; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 125; Zerg_Extractor 233; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 98; Zerg_Hydralisk_Den 278; Zerg_Greater_Spire -1; Zerg_Expansion2 196; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 79; Zerg_Extractor 143; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 122; Zerg_Hydralisk_Den 263; Zerg_Greater_Spire -1; Zerg_Expansion2 184; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 170; Zerg_Creep_Colony 188; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 287; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 464; Zerg_Greater_Spire -1; Zerg_Expansion2 344; Zerg_Lair 236; Zerg_Ultralisk_Cavern -1; Zerg_Spire 313; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 80; Zerg_Creep_Colony 360; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 378; Zerg_Spore_Colony -1; Zerg_Expansion 179; Zerg_Hydralisk_Den 297; Zerg_Greater_Spire -1; Zerg_Expansion2 463; Zerg_Lair 254; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 91; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 65; Zerg_Extractor 85; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 138; Zerg_Hydralisk_Den 290; Zerg_Greater_Spire -1; Zerg_Expansion2 175; Zerg_Lair 433; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 80; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 84; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 180; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 78; Zerg_Extractor 87; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 176; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 220; Zerg_Lair 298; Zerg_Ultralisk_Cavern -1; Zerg_Spire 366; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 76; Zerg_Extractor 81; Zerg_Creep_Colony 350; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 386; Zerg_Spore_Colony -1; Zerg_Expansion 162; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 485; Zerg_Lair 287; Zerg_Ultralisk_Cavern -1; Zerg_Spire 353; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
