Protoss_Pylon 1192; Protoss_Opening FastObs; Protoss_Assimilator 2404; Protoss_Gateway 1884; Protoss_Robotics_Support_Bay 19100; Protoss_Arbiter_Tribunal 18508; Protoss_Robotics_Facility 6594; Protoss_Fleet_Beacon 0; Protoss_Stargate 16668; Protoss_Citadel_of_Adun 10340; Protoss_Forge 17324; Protoss_Templar_Archives 13714; Protoss_Photon_Cannon 18612; Protoss_Cybernetics_Core 2938; 
Protoss_Pylon 1315; Protoss_Opening FastObs; Protoss_Assimilator 4770; Protoss_Gateway 2045; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7095; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11605; Protoss_Forge 10125; Protoss_Templar_Archives 17625; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 5825; 
Protoss_Pylon 1170; Protoss_Opening FastObs; Protoss_Assimilator 2475; Protoss_Gateway 1970; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4935; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11795; Protoss_Forge 16425; Protoss_Templar_Archives 14465; Protoss_Photon_Cannon 17665; Protoss_Cybernetics_Core 3070; 
Protoss_Pylon 1195; Protoss_Opening FastObs; Protoss_Assimilator 2545; Protoss_Gateway 1950; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5975; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10785; Protoss_Forge 0; Protoss_Templar_Archives 11790; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3155; 
Protoss_Pylon 1270; Protoss_Opening FastObs; Protoss_Assimilator 2630; Protoss_Gateway 2040; Protoss_Robotics_Support_Bay 23660; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4960; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10065; Protoss_Forge 13330; Protoss_Templar_Archives 18415; Protoss_Photon_Cannon 14045; Protoss_Cybernetics_Core 3240; 
Protoss_Pylon 1165; Protoss_Opening FastObs; Protoss_Assimilator 2410; Protoss_Gateway 1895; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4560; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10275; Protoss_Forge 22060; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 26115; Protoss_Cybernetics_Core 2995; 
Protoss_Pylon 1290; Protoss_Opening FastObs; Protoss_Assimilator 2470; Protoss_Gateway 2035; Protoss_Robotics_Support_Bay 8095; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5900; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11355; Protoss_Forge 17770; Protoss_Templar_Archives 13435; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3675; 
Protoss_Pylon 1180; Protoss_Opening FastObs; Protoss_Assimilator 2400; Protoss_Gateway 1905; Protoss_Robotics_Support_Bay 26035; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6660; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11845; Protoss_Forge 15835; Protoss_Templar_Archives 18715; Protoss_Photon_Cannon 16915; Protoss_Cybernetics_Core 3015; 
Protoss_Pylon 1265; Protoss_Opening FastObs; Protoss_Assimilator 2450; Protoss_Gateway 2010; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4715; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11260; Protoss_Forge 16350; Protoss_Templar_Archives 30620; Protoss_Photon_Cannon 17295; Protoss_Cybernetics_Core 3165; 
Protoss_Pylon 1235; Protoss_Opening FastObs; Protoss_Assimilator 2580; Protoss_Gateway 2020; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4810; Protoss_Fleet_Beacon 16305; Protoss_Stargate 15105; Protoss_Citadel_of_Adun 9520; Protoss_Forge 13295; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 14230; Protoss_Cybernetics_Core 3190; 
Protoss_Pylon 1190; Protoss_Opening ReaverDrop; Protoss_Assimilator 2426; Protoss_Gateway 1906; Protoss_Robotics_Support_Bay 9462; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6904; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10750; Protoss_Forge 0; Protoss_Templar_Archives 15196; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3004; 
Protoss_Pylon 1304; Protoss_Opening ReaverDrop; Protoss_Assimilator 2502; Protoss_Gateway 2022; Protoss_Robotics_Support_Bay 8102; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6122; Protoss_Fleet_Beacon 0; Protoss_Stargate 24046; Protoss_Citadel_of_Adun 11036; Protoss_Forge 14912; Protoss_Templar_Archives 12340; Protoss_Photon_Cannon 19114; Protoss_Cybernetics_Core 3836; 
Protoss_Pylon 1168; Protoss_Opening FastDT; Protoss_Assimilator 2522; Protoss_Gateway 1894; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7918; Protoss_Fleet_Beacon 25168; Protoss_Stargate 23436; Protoss_Citadel_of_Adun 4916; Protoss_Forge 10310; Protoss_Templar_Archives 6340; Protoss_Photon_Cannon 10996; Protoss_Cybernetics_Core 3606; 
Protoss_Pylon 1234; Protoss_Opening FastObs; Protoss_Assimilator 2712; Protoss_Gateway 1990; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4934; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3706; 
Protoss_Pylon 1216; Protoss_Opening ReaverDrop; Protoss_Assimilator 2456; Protoss_Gateway 1936; Protoss_Robotics_Support_Bay 7398; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5790; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9382; Protoss_Forge 0; Protoss_Templar_Archives 10402; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3718; 
Protoss_Pylon 1574; Protoss_Opening FastDT; Protoss_Assimilator 7034; Protoss_Gateway 2126; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 13184; Protoss_Fleet_Beacon 24918; Protoss_Stargate 23004; Protoss_Citadel_of_Adun 8484; Protoss_Forge 3350; Protoss_Templar_Archives 10174; Protoss_Photon_Cannon 4644; Protoss_Cybernetics_Core 7098; 
Protoss_Pylon 1250; Protoss_Opening FastObs; Protoss_Assimilator 2555; Protoss_Gateway 2000; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5150; Protoss_Fleet_Beacon 19210; Protoss_Stargate 17940; Protoss_Citadel_of_Adun 11515; Protoss_Forge 14460; Protoss_Templar_Archives 24480; Protoss_Photon_Cannon 15430; Protoss_Cybernetics_Core 3915; 
Protoss_Pylon 1205; Protoss_Opening ReaverDrop; Protoss_Assimilator 2625; Protoss_Gateway 2005; Protoss_Robotics_Support_Bay 6655; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4850; Protoss_Fleet_Beacon 17995; Protoss_Stargate 16740; Protoss_Citadel_of_Adun 10270; Protoss_Forge 14245; Protoss_Templar_Archives 12495; Protoss_Photon_Cannon 15015; Protoss_Cybernetics_Core 3215; 
Protoss_Pylon 1260; Protoss_Opening FastObs; Protoss_Assimilator 2640; Protoss_Gateway 2070; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5780; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12555; Protoss_Forge 13055; Protoss_Templar_Archives 16270; Protoss_Photon_Cannon 13930; Protoss_Cybernetics_Core 3190; 
Protoss_Pylon 1185; Protoss_Opening FastObs; Protoss_Assimilator 2500; Protoss_Gateway 1980; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8060; Protoss_Fleet_Beacon 31510; Protoss_Stargate 29920; Protoss_Citadel_of_Adun 16790; Protoss_Forge 19810; Protoss_Templar_Archives 21090; Protoss_Photon_Cannon 20620; Protoss_Cybernetics_Core 4330; 
Protoss_Pylon 1225; Protoss_Opening FastObs; Protoss_Assimilator 2495; Protoss_Gateway 1970; Protoss_Robotics_Support_Bay 8495; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5515; Protoss_Fleet_Beacon 10400; Protoss_Stargate 8840; Protoss_Citadel_of_Adun 16555; Protoss_Forge 15860; Protoss_Templar_Archives 19835; Protoss_Photon_Cannon 16875; Protoss_Cybernetics_Core 3275; 
Protoss_Pylon 1255; Protoss_Opening FastExpand; Protoss_Assimilator 2565; Protoss_Gateway 2240; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10885; Protoss_Forge 0; Protoss_Templar_Archives 12310; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3305; 
Protoss_Pylon 1300; Protoss_Opening FastDT; Protoss_Assimilator 2165; Protoss_Gateway 2245; Protoss_Robotics_Support_Bay 9100; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6365; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4550; Protoss_Forge 14340; Protoss_Templar_Archives 5565; Protoss_Photon_Cannon 15320; Protoss_Cybernetics_Core 3335; 
Protoss_Pylon 1235; Protoss_Opening FastObs; Protoss_Assimilator 2355; Protoss_Gateway 1945; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6910; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10740; Protoss_Forge 15120; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 16085; Protoss_Cybernetics_Core 3160; 
Protoss_Pylon 1225; Protoss_Opening ReaverDrop; Protoss_Assimilator 2295; Protoss_Gateway 2080; Protoss_Robotics_Support_Bay 5920; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4385; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10840; Protoss_Forge 16950; Protoss_Templar_Archives 12795; Protoss_Photon_Cannon 19665; Protoss_Cybernetics_Core 3135; 
Protoss_Pylon 1195; Protoss_Opening ReaverDrop; Protoss_Assimilator 2270; Protoss_Gateway 1925; Protoss_Robotics_Support_Bay 5355; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4045; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2945; 
Protoss_Pylon 1225; Protoss_Opening FastObs; Protoss_Assimilator 2285; Protoss_Gateway 1890; Protoss_Robotics_Support_Bay 14490; Protoss_Arbiter_Tribunal 29225; Protoss_Robotics_Facility 5645; Protoss_Fleet_Beacon 0; Protoss_Stargate 27525; Protoss_Citadel_of_Adun 10670; Protoss_Forge 16050; Protoss_Templar_Archives 15960; Protoss_Photon_Cannon 19015; Protoss_Cybernetics_Core 2965; 
Protoss_Pylon 1255; Protoss_Opening FastObs; Protoss_Assimilator 4040; Protoss_Gateway 2030; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8910; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 13760; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 6245; 
Protoss_Pylon 1180; Protoss_Opening FastExpand; Protoss_Assimilator 4030; Protoss_Gateway 3535; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 22010; Protoss_Robotics_Facility 7425; Protoss_Fleet_Beacon 0; Protoss_Stargate 19690; Protoss_Citadel_of_Adun 7910; Protoss_Forge 7705; Protoss_Templar_Archives 15705; Protoss_Photon_Cannon 9365; Protoss_Cybernetics_Core 4710; 
Protoss_Pylon 1186; Protoss_Opening FastExpand; Protoss_Assimilator 3712; Protoss_Gateway 3250; Protoss_Robotics_Support_Bay 20276; Protoss_Arbiter_Tribunal 22700; Protoss_Robotics_Facility 6098; Protoss_Fleet_Beacon 0; Protoss_Stargate 21124; Protoss_Citadel_of_Adun 10750; Protoss_Forge 9608; Protoss_Templar_Archives 12226; Protoss_Photon_Cannon 10650; Protoss_Cybernetics_Core 4234; 
Protoss_Pylon 1230; Protoss_Opening FastObs; Protoss_Assimilator 4200; Protoss_Gateway 2000; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10750; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13155; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4695; 
Protoss_Pylon 1192; Protoss_Opening FastLegs; Protoss_Assimilator 4348; Protoss_Gateway 1920; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 19026; Protoss_Fleet_Beacon 0; Protoss_Stargate 24528; Protoss_Citadel_of_Adun 9686; Protoss_Forge 17506; Protoss_Templar_Archives 12662; Protoss_Photon_Cannon 18410; Protoss_Cybernetics_Core 4812; 
Protoss_Pylon 1175; Protoss_Opening FastObs; Protoss_Assimilator 2410; Protoss_Gateway 1955; Protoss_Robotics_Support_Bay 14640; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4610; Protoss_Fleet_Beacon 30135; Protoss_Stargate 28405; Protoss_Citadel_of_Adun 9370; Protoss_Forge 12415; Protoss_Templar_Archives 11140; Protoss_Photon_Cannon 13270; Protoss_Cybernetics_Core 3175; 
Protoss_Pylon 1170; Protoss_Opening FastObs; Protoss_Assimilator 2180; Protoss_Gateway 1815; Protoss_Robotics_Support_Bay 7430; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4775; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9685; Protoss_Forge 13130; Protoss_Templar_Archives 10980; Protoss_Photon_Cannon 15990; Protoss_Cybernetics_Core 3595; 
Protoss_Pylon 1185; Protoss_Opening FastObs; Protoss_Assimilator 2585; Protoss_Gateway 2215; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5325; Protoss_Fleet_Beacon 19815; Protoss_Stargate 18290; Protoss_Citadel_of_Adun 5595; Protoss_Forge 12625; Protoss_Templar_Archives 6825; Protoss_Photon_Cannon 13750; Protoss_Cybernetics_Core 3645; 
Protoss_Pylon 1185; Protoss_Opening FastObs; Protoss_Assimilator 2585; Protoss_Gateway 2215; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5325; Protoss_Fleet_Beacon 19815; Protoss_Stargate 18290; Protoss_Citadel_of_Adun 5595; Protoss_Forge 12625; Protoss_Templar_Archives 6825; Protoss_Photon_Cannon 13750; Protoss_Cybernetics_Core 3645; 
Protoss_Pylon 1220; Protoss_Opening FastObs; Protoss_Assimilator 2750; Protoss_Gateway 2060; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4775; Protoss_Fleet_Beacon 23830; Protoss_Stargate 22360; Protoss_Citadel_of_Adun 5315; Protoss_Forge 8920; Protoss_Templar_Archives 6510; Protoss_Photon_Cannon 9790; Protoss_Cybernetics_Core 3300; 
Protoss_Pylon 1180; Protoss_Opening FastObs; Protoss_Assimilator 1960; Protoss_Gateway 2445; Protoss_Robotics_Support_Bay 16270; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4780; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 6050; Protoss_Forge 16385; Protoss_Templar_Archives 8215; Protoss_Photon_Cannon 17515; Protoss_Cybernetics_Core 3465; 
Protoss_Pylon 1225; Protoss_Opening FastObs; Protoss_Assimilator 2500; Protoss_Gateway 1860; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6695; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13255; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2935; 
Protoss_Pylon 1270; Protoss_Opening FastObs; Protoss_Assimilator 2610; Protoss_Gateway 2055; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8970; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12670; Protoss_Forge 14775; Protoss_Templar_Archives 14460; Protoss_Photon_Cannon 15665; Protoss_Cybernetics_Core 3285; 
Protoss_Pylon 1238; Protoss_Opening FastDT; Protoss_Assimilator 2540; Protoss_Gateway 2190; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 14678; Protoss_Fleet_Beacon 24242; Protoss_Stargate 21924; Protoss_Citadel_of_Adun 5906; Protoss_Forge 10470; Protoss_Templar_Archives 7162; Protoss_Photon_Cannon 11544; Protoss_Cybernetics_Core 3414; 
Protoss_Pylon 1202; Protoss_Opening ReaverDrop; Protoss_Assimilator 2602; Protoss_Gateway 2208; Protoss_Robotics_Support_Bay 7086; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5582; Protoss_Fleet_Beacon 26416; Protoss_Stargate 24096; Protoss_Citadel_of_Adun 12110; Protoss_Forge 13538; Protoss_Templar_Archives 13230; Protoss_Photon_Cannon 14370; Protoss_Cybernetics_Core 3384; 
Protoss_Pylon 1214; Protoss_Opening FastExpand; Protoss_Assimilator 2482; Protoss_Gateway 1962; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8604; Protoss_Fleet_Beacon 23058; Protoss_Stargate 21770; Protoss_Citadel_of_Adun 10580; Protoss_Forge 20068; Protoss_Templar_Archives 21074; Protoss_Photon_Cannon 23508; Protoss_Cybernetics_Core 3232; 
Protoss_Pylon 1200; Protoss_Opening ReaverDrop; Protoss_Assimilator 2488; Protoss_Gateway 1852; Protoss_Robotics_Support_Bay 6754; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5082; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3026; 
Protoss_Pylon 1200; Protoss_Opening ReaverDrop; Protoss_Assimilator 2488; Protoss_Gateway 1852; Protoss_Robotics_Support_Bay 6754; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5082; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3026; 
Protoss_Pylon 1214; Protoss_Opening FastExpand; Protoss_Assimilator 2482; Protoss_Gateway 1962; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8604; Protoss_Fleet_Beacon 23058; Protoss_Stargate 21770; Protoss_Citadel_of_Adun 10580; Protoss_Forge 20068; Protoss_Templar_Archives 21074; Protoss_Photon_Cannon 23508; Protoss_Cybernetics_Core 3232; 
Protoss_Pylon 1202; Protoss_Opening ReaverDrop; Protoss_Assimilator 2602; Protoss_Gateway 2208; Protoss_Robotics_Support_Bay 7086; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5582; Protoss_Fleet_Beacon 26416; Protoss_Stargate 24096; Protoss_Citadel_of_Adun 12110; Protoss_Forge 13538; Protoss_Templar_Archives 13230; Protoss_Photon_Cannon 14370; Protoss_Cybernetics_Core 3384; 
Protoss_Pylon 1238; Protoss_Opening FastDT; Protoss_Assimilator 2540; Protoss_Gateway 2190; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 14678; Protoss_Fleet_Beacon 24242; Protoss_Stargate 21924; Protoss_Citadel_of_Adun 5906; Protoss_Forge 10470; Protoss_Templar_Archives 7162; Protoss_Photon_Cannon 11544; Protoss_Cybernetics_Core 3414; 
Protoss_Pylon 1224; Protoss_Opening FastObs; Protoss_Assimilator 2702; Protoss_Gateway 2122; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 22032; Protoss_Robotics_Facility 7046; Protoss_Fleet_Beacon 0; Protoss_Stargate 20138; Protoss_Citadel_of_Adun 11718; Protoss_Forge 12922; Protoss_Templar_Archives 16360; Protoss_Photon_Cannon 14220; Protoss_Cybernetics_Core 3384; 
Protoss_Pylon 1240; Protoss_Opening FastDT; Protoss_Assimilator 2605; Protoss_Gateway 2180; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8250; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5670; Protoss_Forge 11415; Protoss_Templar_Archives 6860; Protoss_Photon_Cannon 14985; Protoss_Cybernetics_Core 3790; 
Protoss_Pylon 1360; Protoss_Opening FastObs; Protoss_Assimilator 2745; Protoss_Gateway 2190; Protoss_Robotics_Support_Bay 30860; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6060; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11225; Protoss_Forge 15245; Protoss_Templar_Archives 29885; Protoss_Photon_Cannon 16590; Protoss_Cybernetics_Core 3445; 
Protoss_Pylon 1300; Protoss_Opening ReaverDrop; Protoss_Assimilator 2535; Protoss_Gateway 2005; Protoss_Robotics_Support_Bay 8645; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6920; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 16425; Protoss_Forge 14580; Protoss_Templar_Archives 27665; Protoss_Photon_Cannon 15875; Protoss_Cybernetics_Core 3120; 
Protoss_Pylon 1260; Protoss_Opening ReaverDrop; Protoss_Assimilator 2435; Protoss_Gateway 2035; Protoss_Robotics_Support_Bay 6545; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4690; Protoss_Fleet_Beacon 0; Protoss_Stargate 21540; Protoss_Citadel_of_Adun 7485; Protoss_Forge 21475; Protoss_Templar_Archives 8690; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3165; 
Protoss_Pylon 1215; Protoss_Opening FastObs; Protoss_Assimilator 2560; Protoss_Gateway 2000; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4760; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13605; Protoss_Forge 10905; Protoss_Templar_Archives 22605; Protoss_Photon_Cannon 14175; Protoss_Cybernetics_Core 3270; 
Protoss_Pylon 1195; Protoss_Opening FastObs; Protoss_Assimilator 2400; Protoss_Gateway 2110; Protoss_Robotics_Support_Bay 8580; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4805; Protoss_Fleet_Beacon 23105; Protoss_Stargate 19920; Protoss_Citadel_of_Adun 14520; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3170; 
Protoss_Pylon 1240; Protoss_Opening FastObs; Protoss_Assimilator 2505; Protoss_Gateway 2130; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4960; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 13500; Protoss_Forge 0; Protoss_Templar_Archives 38705; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3210; 
Protoss_Pylon 1350; Protoss_Opening ReaverDrop; Protoss_Assimilator 2430; Protoss_Gateway 1995; Protoss_Robotics_Support_Bay 6580; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4935; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3405; 
Protoss_Pylon 1184; Protoss_Opening Unknown; Protoss_Assimilator 2982; Protoss_Gateway 1830; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3440; 
Protoss_Pylon 1198; Protoss_Opening ReaverDrop; Protoss_Assimilator 2712; Protoss_Gateway 1930; Protoss_Robotics_Support_Bay 7820; Protoss_Arbiter_Tribunal 17976; Protoss_Robotics_Facility 6216; Protoss_Fleet_Beacon 0; Protoss_Stargate 16490; Protoss_Citadel_of_Adun 9446; Protoss_Forge 19888; Protoss_Templar_Archives 15720; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3760; 
Protoss_Pylon 1258; Protoss_Opening ReaverDrop; Protoss_Assimilator 2366; Protoss_Gateway 1966; Protoss_Robotics_Support_Bay 7858; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6310; Protoss_Fleet_Beacon 11988; Protoss_Stargate 10282; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3202; 
