Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening rax_fe; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 86; Terran_Expansion 265; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret 331; Terran_Supply_Depot 64; Terran_Engineering_Bay 292; Terran_Science_Facility -1; Terran_Machine_Shop 221; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 277; Terran_Comsat_Station 791; Terran_Barracks 83; Terran_Expansion 534; Terran_Refinery 105; Terran_Barracks2 155; Terran_Missile_Turret 428; Terran_Supply_Depot 54; Terran_Engineering_Bay 348; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory -1; Terran_Starport 212; Terran_Opening bio; Terran_Academy 572; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 948; Terran_Comsat_Station 631; Terran_Barracks 85; Terran_Expansion 389; Terran_Refinery 110; Terran_Barracks2 177; Terran_Missile_Turret 0; Terran_Supply_Depot 62; Terran_Engineering_Bay 963; Terran_Science_Facility 0; Terran_Machine_Shop 215; Terran_Armory 709; Terran_Starport 869; Terran_Opening two_facto; Terran_Academy 568; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 912; Terran_Comsat_Station 855; Terran_Barracks 95; Terran_Expansion 237; Terran_Refinery 99; Terran_Barracks2 164; Terran_Missile_Turret 323; Terran_Supply_Depot 64; Terran_Engineering_Bay 277; Terran_Science_Facility 1078; Terran_Machine_Shop 241; Terran_Armory 767; Terran_Starport 812; Terran_Opening unknown; Terran_Academy 765; Terran_Bunker -1; Terran_Factory 169; 
Terran_Control_Tower 272; Terran_Comsat_Station 522; Terran_Barracks 89; Terran_Expansion 524; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 283; Terran_Supply_Depot 59; Terran_Engineering_Bay 240; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory -1; Terran_Starport 224; Terran_Opening two_facto; Terran_Academy 468; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower -1; Terran_Comsat_Station 540; Terran_Barracks 93; Terran_Expansion 211; Terran_Refinery 107; Terran_Barracks2 177; Terran_Missile_Turret 352; Terran_Supply_Depot 66; Terran_Engineering_Bay 310; Terran_Science_Facility 0; Terran_Machine_Shop 224; Terran_Armory 996; Terran_Starport 0; Terran_Opening rax_fe; Terran_Academy 486; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 998; Terran_Comsat_Station 545; Terran_Barracks 91; Terran_Expansion 310; Terran_Refinery 100; Terran_Barracks2 153; Terran_Missile_Turret 375; Terran_Supply_Depot 60; Terran_Engineering_Bay 333; Terran_Science_Facility 1038; Terran_Machine_Shop 212; Terran_Armory 495; Terran_Starport 780; Terran_Opening rax_fe; Terran_Academy 481; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 94; Terran_Expansion 233; Terran_Refinery 103; Terran_Barracks2 154; Terran_Missile_Turret 348; Terran_Supply_Depot 62; Terran_Engineering_Bay 305; Terran_Science_Facility -1; Terran_Machine_Shop 208; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 512; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 717; Terran_Comsat_Station 667; Terran_Barracks 94; Terran_Expansion 410; Terran_Refinery 115; Terran_Barracks2 -1; Terran_Missile_Turret 380; Terran_Supply_Depot 64; Terran_Engineering_Bay 312; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory 558; Terran_Starport 636; Terran_Opening two_facto; Terran_Academy 614; Terran_Bunker 346; Terran_Factory 165; 
Terran_Control_Tower 275; Terran_Comsat_Station 830; Terran_Barracks 95; Terran_Expansion 502; Terran_Refinery 117; Terran_Barracks2 210; Terran_Missile_Turret 367; Terran_Supply_Depot 60; Terran_Engineering_Bay 326; Terran_Science_Facility 0; Terran_Machine_Shop 224; Terran_Armory 737; Terran_Starport 227; Terran_Opening bio; Terran_Academy 646; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station 600; Terran_Barracks 95; Terran_Expansion 359; Terran_Refinery 106; Terran_Barracks2 372; Terran_Missile_Turret 408; Terran_Supply_Depot 61; Terran_Engineering_Bay 366; Terran_Science_Facility -1; Terran_Machine_Shop 222; Terran_Armory 788; Terran_Starport 787; Terran_Opening vultures; Terran_Academy 539; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 280; Terran_Comsat_Station 750; Terran_Barracks 87; Terran_Expansion 480; Terran_Refinery 113; Terran_Barracks2 618; Terran_Missile_Turret 322; Terran_Supply_Depot 58; Terran_Engineering_Bay 278; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory 0; Terran_Starport 232; Terran_Opening drop; Terran_Academy 673; Terran_Bunker 514; Terran_Factory 176; 
Terran_Control_Tower 280; Terran_Comsat_Station 750; Terran_Barracks 87; Terran_Expansion 480; Terran_Refinery 113; Terran_Barracks2 618; Terran_Missile_Turret 322; Terran_Supply_Depot 58; Terran_Engineering_Bay 278; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory 0; Terran_Starport 232; Terran_Opening drop; Terran_Academy 673; Terran_Bunker 514; Terran_Factory 176; 
Terran_Control_Tower 638; Terran_Comsat_Station 881; Terran_Barracks 92; Terran_Expansion 275; Terran_Refinery 105; Terran_Barracks2 177; Terran_Missile_Turret 346; Terran_Supply_Depot 59; Terran_Engineering_Bay 301; Terran_Science_Facility 0; Terran_Machine_Shop 224; Terran_Armory 605; Terran_Starport 574; Terran_Opening rax_fe; Terran_Academy 710; Terran_Bunker 384; Terran_Factory 171; 
Terran_Control_Tower 407; Terran_Comsat_Station 551; Terran_Barracks 90; Terran_Expansion 342; Terran_Refinery 104; Terran_Barracks2 308; Terran_Missile_Turret 312; Terran_Supply_Depot 63; Terran_Engineering_Bay 255; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory 1067; Terran_Starport 329; Terran_Opening two_facto; Terran_Academy 426; Terran_Bunker 358; Terran_Factory 155; 
Terran_Control_Tower 341; Terran_Comsat_Station 477; Terran_Barracks 93; Terran_Expansion 231; Terran_Refinery 113; Terran_Barracks2 308; Terran_Missile_Turret 365; Terran_Supply_Depot 61; Terran_Engineering_Bay 320; Terran_Science_Facility 892; Terran_Machine_Shop 239; Terran_Armory 702; Terran_Starport 282; Terran_Opening rax_fe; Terran_Academy 421; Terran_Bunker 723; Terran_Factory 175; 
Terran_Control_Tower 435; Terran_Comsat_Station 614; Terran_Barracks 90; Terran_Expansion 231; Terran_Refinery 106; Terran_Barracks2 163; Terran_Missile_Turret 343; Terran_Supply_Depot 56; Terran_Engineering_Bay 295; Terran_Science_Facility 926; Terran_Machine_Shop 232; Terran_Armory 682; Terran_Starport 350; Terran_Opening rax_fe; Terran_Academy 558; Terran_Bunker -1; Terran_Factory 172; 
Terran_Control_Tower 462; Terran_Comsat_Station 358; Terran_Barracks 92; Terran_Expansion 231; Terran_Refinery 207; Terran_Barracks2 249; Terran_Missile_Turret 331; Terran_Supply_Depot 59; Terran_Engineering_Bay 276; Terran_Science_Facility 1005; Terran_Machine_Shop 312; Terran_Armory 497; Terran_Starport 409; Terran_Opening rax_fe; Terran_Academy 297; Terran_Bunker 215; Terran_Factory 260; 
Terran_Control_Tower -1; Terran_Comsat_Station 501; Terran_Barracks 95; Terran_Expansion 390; Terran_Refinery 99; Terran_Barracks2 151; Terran_Missile_Turret 344; Terran_Supply_Depot 63; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 215; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 433; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 557; Terran_Comsat_Station 616; Terran_Barracks 91; Terran_Expansion 444; Terran_Refinery 110; Terran_Barracks2 846; Terran_Missile_Turret 377; Terran_Supply_Depot 61; Terran_Engineering_Bay 336; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory -1; Terran_Starport 463; Terran_Opening two_facto; Terran_Academy 557; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 0; Terran_Comsat_Station 705; Terran_Barracks 94; Terran_Expansion 333; Terran_Refinery 140; Terran_Barracks2 0; Terran_Missile_Turret 478; Terran_Supply_Depot 62; Terran_Engineering_Bay 357; Terran_Science_Facility -1; Terran_Machine_Shop 243; Terran_Armory 0; Terran_Starport 1059; Terran_Opening rax_fe; Terran_Academy 645; Terran_Bunker -1; Terran_Factory 190; 
Terran_Control_Tower 415; Terran_Comsat_Station 428; Terran_Barracks 84; Terran_Expansion 490; Terran_Refinery 103; Terran_Barracks2 282; Terran_Missile_Turret 397; Terran_Supply_Depot 60; Terran_Engineering_Bay 353; Terran_Science_Facility 0; Terran_Machine_Shop 222; Terran_Armory 220; Terran_Starport 232; Terran_Opening two_facto; Terran_Academy 363; Terran_Bunker -1; Terran_Factory 167; 
Terran_Control_Tower 279; Terran_Comsat_Station 392; Terran_Barracks 91; Terran_Expansion 208; Terran_Refinery 110; Terran_Barracks2 249; Terran_Missile_Turret 338; Terran_Supply_Depot 57; Terran_Engineering_Bay 267; Terran_Science_Facility -1; Terran_Machine_Shop 215; Terran_Armory 482; Terran_Starport 227; Terran_Opening rax_fe; Terran_Academy 318; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 515; Terran_Comsat_Station 571; Terran_Barracks 97; Terran_Expansion 315; Terran_Refinery 121; Terran_Barracks2 942; Terran_Missile_Turret 367; Terran_Supply_Depot 62; Terran_Engineering_Bay 326; Terran_Science_Facility 946; Terran_Machine_Shop 229; Terran_Armory 763; Terran_Starport 459; Terran_Opening two_facto; Terran_Academy 492; Terran_Bunker -1; Terran_Factory 172; 
Terran_Control_Tower -1; Terran_Comsat_Station 380; Terran_Barracks 89; Terran_Expansion 283; Terran_Refinery 104; Terran_Barracks2 146; Terran_Missile_Turret 547; Terran_Supply_Depot 60; Terran_Engineering_Bay 473; Terran_Science_Facility -1; Terran_Machine_Shop 209; Terran_Armory 423; Terran_Starport -1; Terran_Opening unknown; Terran_Academy 301; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 817; Terran_Comsat_Station 363; Terran_Barracks 86; Terran_Expansion 281; Terran_Refinery 102; Terran_Barracks2 141; Terran_Missile_Turret 402; Terran_Supply_Depot 57; Terran_Engineering_Bay 341; Terran_Science_Facility 1001; Terran_Machine_Shop 208; Terran_Armory 321; Terran_Starport 749; Terran_Opening bio; Terran_Academy 304; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 644; Terran_Comsat_Station 433; Terran_Barracks 90; Terran_Expansion 249; Terran_Refinery 106; Terran_Barracks2 150; Terran_Missile_Turret 539; Terran_Supply_Depot 61; Terran_Engineering_Bay 487; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 425; Terran_Starport 584; Terran_Opening bio; Terran_Academy 377; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 835; Terran_Comsat_Station 531; Terran_Barracks 93; Terran_Expansion 206; Terran_Refinery 99; Terran_Barracks2 362; Terran_Missile_Turret 371; Terran_Supply_Depot 64; Terran_Engineering_Bay 328; Terran_Science_Facility 712; Terran_Machine_Shop 218; Terran_Armory 539; Terran_Starport 658; Terran_Opening rax_fe; Terran_Academy 460; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 752; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion 208; Terran_Refinery 104; Terran_Barracks2 261; Terran_Missile_Turret 359; Terran_Supply_Depot 57; Terran_Engineering_Bay 316; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 903; Terran_Starport 656; Terran_Opening unknown; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 86; Terran_Expansion 219; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 419; Terran_Supply_Depot 56; Terran_Engineering_Bay 374; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 812; Terran_Comsat_Station 384; Terran_Barracks 90; Terran_Expansion 454; Terran_Refinery 104; Terran_Barracks2 184; Terran_Missile_Turret 371; Terran_Supply_Depot 57; Terran_Engineering_Bay 325; Terran_Science_Facility 811; Terran_Machine_Shop 212; Terran_Armory -1; Terran_Starport 748; Terran_Opening two_facto; Terran_Academy 328; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 60; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 115; Terran_Missile_Turret -1; Terran_Supply_Depot 85; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 598; Terran_Barracks 90; Terran_Expansion 329; Terran_Refinery 103; Terran_Barracks2 643; Terran_Missile_Turret 404; Terran_Supply_Depot 55; Terran_Engineering_Bay 360; Terran_Science_Facility -1; Terran_Machine_Shop 279; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 528; Terran_Bunker 265; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 87; Terran_Expansion -1; Terran_Refinery 104; Terran_Barracks2 180; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 230; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 215; Terran_Factory 158; 
Terran_Control_Tower 343; Terran_Comsat_Station 688; Terran_Barracks 88; Terran_Expansion 435; Terran_Refinery 103; Terran_Barracks2 265; Terran_Missile_Turret 617; Terran_Supply_Depot 58; Terran_Engineering_Bay 575; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 880; Terran_Starport 286; Terran_Opening rax_fe; Terran_Academy 566; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station 569; Terran_Barracks 87; Terran_Expansion 305; Terran_Refinery 107; Terran_Barracks2 251; Terran_Missile_Turret 372; Terran_Supply_Depot 57; Terran_Engineering_Bay 328; Terran_Science_Facility 1058; Terran_Machine_Shop 210; Terran_Armory 855; Terran_Starport 920; Terran_Opening unknown; Terran_Academy 513; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 536; Terran_Barracks 88; Terran_Expansion 230; Terran_Refinery 100; Terran_Barracks2 210; Terran_Missile_Turret 327; Terran_Supply_Depot 61; Terran_Engineering_Bay 285; Terran_Science_Facility -1; Terran_Machine_Shop 221; Terran_Armory 655; Terran_Starport 735; Terran_Opening rax_fe; Terran_Academy 475; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower 588; Terran_Comsat_Station 465; Terran_Barracks 84; Terran_Expansion 294; Terran_Refinery 100; Terran_Barracks2 288; Terran_Missile_Turret 338; Terran_Supply_Depot 55; Terran_Engineering_Bay 298; Terran_Science_Facility 590; Terran_Machine_Shop 205; Terran_Armory 385; Terran_Starport 485; Terran_Opening rax_fe; Terran_Academy 396; Terran_Bunker 258; Terran_Factory 153; 
Terran_Control_Tower -1; Terran_Comsat_Station 0; Terran_Barracks 87; Terran_Expansion 295; Terran_Refinery 102; Terran_Barracks2 381; Terran_Missile_Turret 455; Terran_Supply_Depot 56; Terran_Engineering_Bay 413; Terran_Science_Facility -1; Terran_Machine_Shop 205; Terran_Armory 0; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 860; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower -1; Terran_Comsat_Station 396; Terran_Barracks 97; Terran_Expansion 307; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 527; Terran_Supply_Depot 57; Terran_Engineering_Bay 448; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 742; Terran_Starport 0; Terran_Opening rax_fe; Terran_Academy 340; Terran_Bunker 315; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion 273; Terran_Refinery 108; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 64; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 232; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 177; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion 339; Terran_Refinery 104; Terran_Barracks2 232; Terran_Missile_Turret 493; Terran_Supply_Depot 57; Terran_Engineering_Bay 450; Terran_Science_Facility -1; Terran_Machine_Shop 206; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 656; Terran_Bunker 427; Terran_Factory 154; 
Terran_Control_Tower 0; Terran_Comsat_Station 608; Terran_Barracks 88; Terran_Expansion 311; Terran_Refinery 103; Terran_Barracks2 277; Terran_Missile_Turret 448; Terran_Supply_Depot 56; Terran_Engineering_Bay 397; Terran_Science_Facility 0; Terran_Machine_Shop 205; Terran_Armory 722; Terran_Starport 1024; Terran_Opening unknown; Terran_Academy 550; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 86; Terran_Expansion 284; Terran_Refinery 107; Terran_Barracks2 291; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 390; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory -1; Terran_Starport -1; Terran_Opening vultures; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 99; Terran_Expansion -1; Terran_Refinery 103; Terran_Barracks2 386; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay 391; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 170; Terran_Factory 297; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 105; Terran_Expansion 251; Terran_Refinery 106; Terran_Barracks2 108; Terran_Missile_Turret 382; Terran_Supply_Depot 59; Terran_Engineering_Bay 342; Terran_Science_Facility -1; Terran_Machine_Shop 217; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower -1; Terran_Comsat_Station 568; Terran_Barracks 101; Terran_Expansion 287; Terran_Refinery 104; Terran_Barracks2 308; Terran_Missile_Turret 332; Terran_Supply_Depot 55; Terran_Engineering_Bay 291; Terran_Science_Facility 942; Terran_Machine_Shop 235; Terran_Armory 655; Terran_Starport 766; Terran_Opening rax_fe; Terran_Academy 495; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 263; Terran_Comsat_Station 615; Terran_Barracks 87; Terran_Expansion 368; Terran_Refinery 103; Terran_Barracks2 306; Terran_Missile_Turret 314; Terran_Supply_Depot 60; Terran_Engineering_Bay 273; Terran_Science_Facility 790; Terran_Machine_Shop 213; Terran_Armory 618; Terran_Starport 216; Terran_Opening unknown; Terran_Academy 551; Terran_Bunker -1; Terran_Factory 159; 
