Terran_Control_Tower 410; Terran_Comsat_Station 223; Terran_Barracks 114; Terran_Expansion 566; Terran_Refinery 86; Terran_Barracks2 230; Terran_Missile_Turret 333; Terran_Supply_Depot 61; Terran_Engineering_Bay 136; Terran_Science_Facility 386; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 329; Terran_Opening unknown; Terran_Academy 167; Terran_Bunker 0; Terran_Factory 267; 
Terran_Control_Tower 457; Terran_Comsat_Station 263; Terran_Barracks 93; Terran_Expansion 303; Terran_Refinery 188; Terran_Barracks2 122; Terran_Missile_Turret 495; Terran_Supply_Depot 58; Terran_Engineering_Bay 333; Terran_Science_Facility 458; Terran_Machine_Shop 0; Terran_Armory -1; Terran_Starport 408; Terran_Opening ; Terran_Academy 177; Terran_Bunker 494; Terran_Factory 352; 
Terran_Control_Tower 574; Terran_Comsat_Station 320; Terran_Barracks 88; Terran_Expansion 436; Terran_Refinery 197; Terran_Barracks2 124; Terran_Missile_Turret 610; Terran_Supply_Depot 52; Terran_Engineering_Bay 311; Terran_Science_Facility 634; Terran_Machine_Shop 525; Terran_Armory -1; Terran_Starport 525; Terran_Opening two_facto; Terran_Academy 213; Terran_Bunker 677; Terran_Factory 466; 
Terran_Control_Tower 397; Terran_Comsat_Station 266; Terran_Barracks 87; Terran_Expansion 519; Terran_Refinery 165; Terran_Barracks2 112; Terran_Missile_Turret 431; Terran_Supply_Depot 60; Terran_Engineering_Bay 375; Terran_Science_Facility 398; Terran_Machine_Shop 506; Terran_Armory -1; Terran_Starport 350; Terran_Opening ; Terran_Academy 190; Terran_Bunker 413; Terran_Factory 288; 
Terran_Control_Tower 516; Terran_Comsat_Station 323; Terran_Barracks 90; Terran_Expansion 230; Terran_Refinery 256; Terran_Barracks2 117; Terran_Missile_Turret 597; Terran_Supply_Depot 59; Terran_Engineering_Bay 402; Terran_Science_Facility 537; Terran_Machine_Shop 375; Terran_Armory -1; Terran_Starport 462; Terran_Opening rax_fe; Terran_Academy 270; Terran_Bunker 412; Terran_Factory 316; 
Terran_Control_Tower 495; Terran_Comsat_Station 272; Terran_Barracks 90; Terran_Expansion 615; Terran_Refinery 173; Terran_Barracks2 121; Terran_Missile_Turret 493; Terran_Supply_Depot 58; Terran_Engineering_Bay 291; Terran_Science_Facility 498; Terran_Machine_Shop 472; Terran_Armory -1; Terran_Starport 435; Terran_Opening two_facto; Terran_Academy 220; Terran_Bunker 490; Terran_Factory 377; 
Terran_Control_Tower 475; Terran_Comsat_Station 249; Terran_Barracks 91; Terran_Expansion 282; Terran_Refinery 180; Terran_Barracks2 120; Terran_Missile_Turret 526; Terran_Supply_Depot 58; Terran_Engineering_Bay 356; Terran_Science_Facility 477; Terran_Machine_Shop 400; Terran_Armory -1; Terran_Starport 385; Terran_Opening two_facto; Terran_Academy 173; Terran_Bunker 484; Terran_Factory 323; 
Terran_Control_Tower 485; Terran_Comsat_Station 299; Terran_Barracks 95; Terran_Expansion 226; Terran_Refinery 238; Terran_Barracks2 121; Terran_Missile_Turret 455; Terran_Supply_Depot 58; Terran_Engineering_Bay 355; Terran_Science_Facility 491; Terran_Machine_Shop 532; Terran_Armory -1; Terran_Starport 420; Terran_Opening rax_fe; Terran_Academy 245; Terran_Bunker 452; Terran_Factory 362; 
Terran_Control_Tower 470; Terran_Comsat_Station 316; Terran_Barracks 95; Terran_Expansion 545; Terran_Refinery 195; Terran_Barracks2 132; Terran_Missile_Turret 702; Terran_Supply_Depot 60; Terran_Engineering_Bay 216; Terran_Science_Facility 470; Terran_Machine_Shop 435; Terran_Armory 0; Terran_Starport 410; Terran_Opening two_facto; Terran_Academy 259; Terran_Bunker 600; Terran_Factory 355; 
Terran_Control_Tower 552; Terran_Comsat_Station 348; Terran_Barracks 86; Terran_Expansion 815; Terran_Refinery 164; Terran_Barracks2 113; Terran_Missile_Turret 536; Terran_Supply_Depot 59; Terran_Engineering_Bay 480; Terran_Science_Facility 550; Terran_Machine_Shop 445; Terran_Armory -1; Terran_Starport 498; Terran_Opening two_facto; Terran_Academy 281; Terran_Bunker 436; Terran_Factory 388; 
Terran_Control_Tower 439; Terran_Comsat_Station 289; Terran_Barracks 92; Terran_Expansion -1; Terran_Refinery 197; Terran_Barracks2 116; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 465; Terran_Science_Facility 441; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 385; Terran_Opening two_facto; Terran_Academy 235; Terran_Bunker 463; Terran_Factory 323; 
Terran_Control_Tower 490; Terran_Comsat_Station 263; Terran_Barracks 89; Terran_Expansion 648; Terran_Refinery 171; Terran_Barracks2 115; Terran_Missile_Turret 545; Terran_Supply_Depot 61; Terran_Engineering_Bay 307; Terran_Science_Facility 502; Terran_Machine_Shop 440; Terran_Armory -1; Terran_Starport 440; Terran_Opening drop; Terran_Academy 205; Terran_Bunker 467; Terran_Factory 385; 
Terran_Control_Tower 532; Terran_Comsat_Station 268; Terran_Barracks 85; Terran_Expansion 518; Terran_Refinery 171; Terran_Barracks2 112; Terran_Missile_Turret 382; Terran_Supply_Depot 60; Terran_Engineering_Bay 310; Terran_Science_Facility 535; Terran_Machine_Shop 346; Terran_Armory -1; Terran_Starport 478; Terran_Opening drop; Terran_Academy 205; Terran_Bunker 424; Terran_Factory 289; 
Terran_Control_Tower 462; Terran_Comsat_Station 240; Terran_Barracks 92; Terran_Expansion 695; Terran_Refinery 151; Terran_Barracks2 123; Terran_Missile_Turret 541; Terran_Supply_Depot 59; Terran_Engineering_Bay 357; Terran_Science_Facility 476; Terran_Machine_Shop 712; Terran_Armory -1; Terran_Starport 409; Terran_Opening ; Terran_Academy 177; Terran_Bunker 374; Terran_Factory 326; 
Terran_Control_Tower 439; Terran_Comsat_Station 271; Terran_Barracks 91; Terran_Expansion 595; Terran_Refinery 163; Terran_Barracks2 119; Terran_Missile_Turret 450; Terran_Supply_Depot 58; Terran_Engineering_Bay 384; Terran_Science_Facility 446; Terran_Machine_Shop 592; Terran_Armory -1; Terran_Starport 366; Terran_Opening two_facto; Terran_Academy 218; Terran_Bunker 343; Terran_Factory 290; 
Terran_Control_Tower 577; Terran_Comsat_Station 326; Terran_Barracks 91; Terran_Expansion 832; Terran_Refinery 212; Terran_Barracks2 120; Terran_Missile_Turret 566; Terran_Supply_Depot 59; Terran_Engineering_Bay 502; Terran_Science_Facility 542; Terran_Machine_Shop 554; Terran_Armory -1; Terran_Starport 487; Terran_Opening two_facto; Terran_Academy 267; Terran_Bunker 394; Terran_Factory 337; 
Terran_Control_Tower 477; Terran_Comsat_Station 249; Terran_Barracks 92; Terran_Expansion 584; Terran_Refinery 160; Terran_Barracks2 118; Terran_Missile_Turret 517; Terran_Supply_Depot 61; Terran_Engineering_Bay 362; Terran_Science_Facility 407; Terran_Machine_Shop 405; Terran_Armory -1; Terran_Starport 342; Terran_Opening unknown; Terran_Academy 189; Terran_Bunker 513; Terran_Factory 271; 
Terran_Control_Tower 446; Terran_Comsat_Station 307; Terran_Barracks 81; Terran_Expansion 677; Terran_Refinery 215; Terran_Barracks2 115; Terran_Missile_Turret 593; Terran_Supply_Depot 57; Terran_Engineering_Bay 420; Terran_Science_Facility 447; Terran_Machine_Shop 445; Terran_Armory -1; Terran_Starport 395; Terran_Opening drop; Terran_Academy 244; Terran_Bunker 149; Terran_Factory 334; 
Terran_Control_Tower 601; Terran_Comsat_Station 325; Terran_Barracks 96; Terran_Expansion 237; Terran_Refinery 249; Terran_Barracks2 132; Terran_Missile_Turret 490; Terran_Supply_Depot 62; Terran_Engineering_Bay 423; Terran_Science_Facility 601; Terran_Machine_Shop 412; Terran_Armory -1; Terran_Starport 541; Terran_Opening two_facto; Terran_Academy 261; Terran_Bunker 390; Terran_Factory 350; 
Terran_Control_Tower 432; Terran_Comsat_Station 254; Terran_Barracks 64; Terran_Expansion 551; Terran_Refinery 167; Terran_Barracks2 221; Terran_Missile_Turret 754; Terran_Supply_Depot 78; Terran_Engineering_Bay 662; Terran_Science_Facility 540; Terran_Machine_Shop 370; Terran_Armory -1; Terran_Starport 383; Terran_Opening bio; Terran_Academy 187; Terran_Bunker 489; Terran_Factory 309; 
Terran_Control_Tower 425; Terran_Comsat_Station 379; Terran_Barracks 91; Terran_Expansion -1; Terran_Refinery 142; Terran_Barracks2 119; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 665; Terran_Science_Facility 427; Terran_Machine_Shop 413; Terran_Armory -1; Terran_Starport 374; Terran_Opening drop; Terran_Academy 322; Terran_Bunker 656; Terran_Factory 303; 
Terran_Control_Tower 404; Terran_Comsat_Station 302; Terran_Barracks 89; Terran_Expansion 666; Terran_Refinery 190; Terran_Barracks2 123; Terran_Missile_Turret 459; Terran_Supply_Depot 59; Terran_Engineering_Bay 407; Terran_Science_Facility 394; Terran_Machine_Shop 345; Terran_Armory -1; Terran_Starport 343; Terran_Opening ; Terran_Academy 239; Terran_Bunker 520; Terran_Factory 289; 
Terran_Control_Tower 539; Terran_Comsat_Station 308; Terran_Barracks 94; Terran_Expansion 231; Terran_Refinery 242; Terran_Barracks2 126; Terran_Missile_Turret 442; Terran_Supply_Depot 60; Terran_Engineering_Bay 397; Terran_Science_Facility 539; Terran_Machine_Shop 523; Terran_Armory -1; Terran_Starport 490; Terran_Opening two_facto; Terran_Academy 255; Terran_Bunker 413; Terran_Factory 364; 
Terran_Control_Tower 470; Terran_Comsat_Station 318; Terran_Barracks 92; Terran_Expansion 599; Terran_Refinery 184; Terran_Barracks2 123; Terran_Missile_Turret 371; Terran_Supply_Depot 59; Terran_Engineering_Bay 329; Terran_Science_Facility 464; Terran_Machine_Shop 325; Terran_Armory -1; Terran_Starport 411; Terran_Opening two_facto; Terran_Academy 251; Terran_Bunker 368; Terran_Factory 273; 
Terran_Control_Tower 339; Terran_Comsat_Station 360; Terran_Barracks 58; Terran_Expansion -1; Terran_Refinery 156; Terran_Barracks2 116; Terran_Missile_Turret 505; Terran_Supply_Depot 76; Terran_Engineering_Bay 452; Terran_Science_Facility 421; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 291; Terran_Opening drop; Terran_Academy 303; Terran_Bunker 188; Terran_Factory 235; 
Terran_Control_Tower 334; Terran_Comsat_Station 330; Terran_Barracks 97; Terran_Expansion 582; Terran_Refinery 113; Terran_Barracks2 304; Terran_Missile_Turret 447; Terran_Supply_Depot 58; Terran_Engineering_Bay 320; Terran_Science_Facility 363; Terran_Machine_Shop 645; Terran_Armory -1; Terran_Starport 231; Terran_Opening bio; Terran_Academy 263; Terran_Bunker 545; Terran_Factory 173; 
Terran_Control_Tower 357; Terran_Comsat_Station 297; Terran_Barracks 83; Terran_Expansion 523; Terran_Refinery 168; Terran_Barracks2 113; Terran_Missile_Turret 468; Terran_Supply_Depot 58; Terran_Engineering_Bay 389; Terran_Science_Facility 372; Terran_Machine_Shop 509; Terran_Armory -1; Terran_Starport 310; Terran_Opening drop; Terran_Academy 225; Terran_Bunker 682; Terran_Factory 245; 
Terran_Control_Tower 810; Terran_Comsat_Station 406; Terran_Barracks 85; Terran_Expansion 298; Terran_Refinery 300; Terran_Barracks2 122; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 0; Terran_Science_Facility 836; Terran_Machine_Shop 710; Terran_Armory -1; Terran_Starport 763; Terran_Opening two_facto; Terran_Academy 331; Terran_Bunker 682; Terran_Factory 611; 
Terran_Control_Tower 450; Terran_Comsat_Station 252; Terran_Barracks 92; Terran_Expansion 486; Terran_Refinery 159; Terran_Barracks2 125; Terran_Missile_Turret 472; Terran_Supply_Depot 62; Terran_Engineering_Bay 359; Terran_Science_Facility 504; Terran_Machine_Shop 386; Terran_Armory -1; Terran_Starport 390; Terran_Opening drop; Terran_Academy 196; Terran_Bunker 446; Terran_Factory 323; 
Terran_Control_Tower 697; Terran_Comsat_Station 297; Terran_Barracks 94; Terran_Expansion 341; Terran_Refinery 165; Terran_Barracks2 128; Terran_Missile_Turret 394; Terran_Supply_Depot 61; Terran_Engineering_Bay 196; Terran_Science_Facility 695; Terran_Machine_Shop 517; Terran_Armory -1; Terran_Starport 606; Terran_Opening two_facto; Terran_Academy 235; Terran_Bunker 409; Terran_Factory 457; 
Terran_Control_Tower 671; Terran_Comsat_Station 284; Terran_Barracks 91; Terran_Expansion 281; Terran_Refinery 206; Terran_Barracks2 113; Terran_Missile_Turret 533; Terran_Supply_Depot 60; Terran_Engineering_Bay 465; Terran_Science_Facility 672; Terran_Machine_Shop 535; Terran_Armory -1; Terran_Starport 582; Terran_Opening ; Terran_Academy 212; Terran_Bunker 327; Terran_Factory 447; 
Terran_Control_Tower 353; Terran_Comsat_Station 291; Terran_Barracks 88; Terran_Expansion 673; Terran_Refinery 163; Terran_Barracks2 115; Terran_Missile_Turret 385; Terran_Supply_Depot 60; Terran_Engineering_Bay 343; Terran_Science_Facility 349; Terran_Machine_Shop 601; Terran_Armory -1; Terran_Starport 302; Terran_Opening ; Terran_Academy 201; Terran_Bunker 751; Terran_Factory 246; 
Terran_Control_Tower 550; Terran_Comsat_Station 310; Terran_Barracks 85; Terran_Expansion 513; Terran_Refinery 230; Terran_Barracks2 121; Terran_Missile_Turret 605; Terran_Supply_Depot 58; Terran_Engineering_Bay 426; Terran_Science_Facility 551; Terran_Machine_Shop 425; Terran_Armory -1; Terran_Starport 494; Terran_Opening drop; Terran_Academy 251; Terran_Bunker 178; Terran_Factory 371; 
Terran_Control_Tower -1; Terran_Comsat_Station 279; Terran_Barracks 84; Terran_Expansion -1; Terran_Refinery 165; Terran_Barracks2 118; Terran_Missile_Turret -1; Terran_Supply_Depot 61; Terran_Engineering_Bay 321; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 221; Terran_Bunker -1; Terran_Factory 375; 
Terran_Control_Tower 573; Terran_Comsat_Station 291; Terran_Barracks 85; Terran_Expansion 351; Terran_Refinery 204; Terran_Barracks2 122; Terran_Missile_Turret 499; Terran_Supply_Depot 61; Terran_Engineering_Bay 458; Terran_Science_Facility 572; Terran_Machine_Shop 542; Terran_Armory -1; Terran_Starport 496; Terran_Opening two_facto; Terran_Academy 196; Terran_Bunker 545; Terran_Factory 324; 
Terran_Control_Tower -1; Terran_Comsat_Station 359; Terran_Barracks 73; Terran_Expansion -1; Terran_Refinery 288; Terran_Barracks2 298; Terran_Missile_Turret -1; Terran_Supply_Depot 106; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 294; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 598; Terran_Comsat_Station 305; Terran_Barracks 83; Terran_Expansion 832; Terran_Refinery 214; Terran_Barracks2 115; Terran_Missile_Turret 561; Terran_Supply_Depot 61; Terran_Engineering_Bay 519; Terran_Science_Facility 598; Terran_Machine_Shop 662; Terran_Armory -1; Terran_Starport 549; Terran_Opening ; Terran_Academy 230; Terran_Bunker 184; Terran_Factory 490; 
Terran_Control_Tower 657; Terran_Comsat_Station 300; Terran_Barracks 88; Terran_Expansion 198; Terran_Refinery 204; Terran_Barracks2 121; Terran_Missile_Turret 372; Terran_Supply_Depot 59; Terran_Engineering_Bay 252; Terran_Science_Facility 658; Terran_Machine_Shop 546; Terran_Armory -1; Terran_Starport 548; Terran_Opening rax_fe; Terran_Academy 236; Terran_Bunker 399; Terran_Factory 461; 
Terran_Control_Tower 395; Terran_Comsat_Station 260; Terran_Barracks 91; Terran_Expansion 616; Terran_Refinery 166; Terran_Barracks2 118; Terran_Missile_Turret 482; Terran_Supply_Depot 60; Terran_Engineering_Bay 415; Terran_Science_Facility 397; Terran_Machine_Shop 575; Terran_Armory -1; Terran_Starport 346; Terran_Opening two_facto; Terran_Academy 200; Terran_Bunker 381; Terran_Factory 293; 
Terran_Control_Tower 708; Terran_Comsat_Station 412; Terran_Barracks 82; Terran_Expansion 272; Terran_Refinery 112; Terran_Barracks2 127; Terran_Missile_Turret 484; Terran_Supply_Depot 61; Terran_Engineering_Bay 444; Terran_Science_Facility 710; Terran_Machine_Shop 619; Terran_Armory -1; Terran_Starport 659; Terran_Opening ; Terran_Academy 351; Terran_Bunker 642; Terran_Factory 553; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 56; Terran_Expansion -1; Terran_Refinery 118; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 75; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 279; Terran_Armory 406; Terran_Starport -1; Terran_Opening unknown; Terran_Academy 420; Terran_Bunker 138; Terran_Factory 220; 
Terran_Control_Tower 309; Terran_Comsat_Station 404; Terran_Barracks 103; Terran_Expansion 434; Terran_Refinery 84; Terran_Barracks2 253; Terran_Missile_Turret 387; Terran_Supply_Depot 51; Terran_Engineering_Bay 178; Terran_Science_Facility 932; Terran_Machine_Shop 461; Terran_Armory -1; Terran_Starport 216; Terran_Opening bio; Terran_Academy 283; Terran_Bunker 465; Terran_Factory 161; 
Terran_Control_Tower -1; Terran_Comsat_Station 281; Terran_Barracks 98; Terran_Expansion -1; Terran_Refinery 172; Terran_Barracks2 119; Terran_Missile_Turret 393; Terran_Supply_Depot 58; Terran_Engineering_Bay 340; Terran_Science_Facility -1; Terran_Machine_Shop 822; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 211; Terran_Bunker -1; Terran_Factory 452; 
Terran_Control_Tower -1; Terran_Comsat_Station 305; Terran_Barracks 73; Terran_Expansion -1; Terran_Refinery 219; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 101; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 245; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 1077; Terran_Comsat_Station 319; Terran_Barracks 77; Terran_Expansion 635; Terran_Refinery 201; Terran_Barracks2 690; Terran_Missile_Turret 543; Terran_Supply_Depot 100; Terran_Engineering_Bay 411; Terran_Science_Facility 1076; Terran_Machine_Shop 357; Terran_Armory 0; Terran_Starport 947; Terran_Opening two_facto; Terran_Academy 248; Terran_Bunker 541; Terran_Factory 300; 
Terran_Control_Tower 838; Terran_Comsat_Station 313; Terran_Barracks 71; Terran_Expansion 620; Terran_Refinery 224; Terran_Barracks2 634; Terran_Missile_Turret 568; Terran_Supply_Depot 101; Terran_Engineering_Bay 496; Terran_Science_Facility 839; Terran_Machine_Shop 358; Terran_Armory 973; Terran_Starport 682; Terran_Opening bio; Terran_Academy 260; Terran_Bunker 566; Terran_Factory 299; 
Terran_Control_Tower -1; Terran_Comsat_Station 303; Terran_Barracks 78; Terran_Expansion -1; Terran_Refinery 229; Terran_Barracks2 560; Terran_Missile_Turret 504; Terran_Supply_Depot 101; Terran_Engineering_Bay 449; Terran_Science_Facility -1; Terran_Machine_Shop 354; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 249; Terran_Bunker 551; Terran_Factory 299; 
Terran_Control_Tower 390; Terran_Comsat_Station 273; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 152; Terran_Barracks2 110; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 448; Terran_Science_Facility 411; Terran_Machine_Shop 346; Terran_Armory -1; Terran_Starport 324; Terran_Opening ; Terran_Academy 215; Terran_Bunker 364; Terran_Factory 268; 
Terran_Control_Tower 479; Terran_Comsat_Station 248; Terran_Barracks 92; Terran_Expansion 616; Terran_Refinery 187; Terran_Barracks2 123; Terran_Missile_Turret 346; Terran_Supply_Depot 60; Terran_Engineering_Bay 287; Terran_Science_Facility 546; Terran_Machine_Shop 424; Terran_Armory -1; Terran_Starport 425; Terran_Opening drop; Terran_Academy 175; Terran_Bunker 295; Terran_Factory 349; 
Terran_Control_Tower 1034; Terran_Comsat_Station 322; Terran_Barracks 89; Terran_Expansion 683; Terran_Refinery 206; Terran_Barracks2 117; Terran_Missile_Turret 454; Terran_Supply_Depot 58; Terran_Engineering_Bay 411; Terran_Science_Facility 1040; Terran_Machine_Shop 576; Terran_Armory 734; Terran_Starport 901; Terran_Opening two_facto; Terran_Academy 257; Terran_Bunker 201; Terran_Factory 514; 
Terran_Control_Tower 375; Terran_Comsat_Station 309; Terran_Barracks 91; Terran_Expansion 436; Terran_Refinery 114; Terran_Barracks2 408; Terran_Missile_Turret 916; Terran_Supply_Depot 59; Terran_Engineering_Bay 167; Terran_Science_Facility 347; Terran_Machine_Shop 342; Terran_Armory -1; Terran_Starport 285; Terran_Opening bio; Terran_Academy 250; Terran_Bunker 335; Terran_Factory 225; 
