Terran_Control_Tower 254; Terran_Comsat_Station 287; Terran_Barracks 87; Terran_Expansion 339; Terran_Refinery 102; Terran_Barracks2 639; Terran_Missile_Turret 461; Terran_Supply_Depot 57; Terran_Engineering_Bay 413; Terran_Science_Facility -1; Terran_Machine_Shop 320; Terran_Armory 214; Terran_Starport 207; Terran_Opening unknown; Terran_Academy 233; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 274; Terran_Comsat_Station 920; Terran_Barracks 89; Terran_Expansion 209; Terran_Refinery 106; Terran_Barracks2 0; Terran_Missile_Turret 335; Terran_Supply_Depot 59; Terran_Engineering_Bay 295; Terran_Science_Facility 900; Terran_Machine_Shop 229; Terran_Armory 673; Terran_Starport 225; Terran_Opening air; Terran_Academy 863; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 305; Terran_Comsat_Station 595; Terran_Barracks 106; Terran_Expansion 507; Terran_Refinery 102; Terran_Barracks2 468; Terran_Missile_Turret 1013; Terran_Supply_Depot 60; Terran_Engineering_Bay 925; Terran_Science_Facility 0; Terran_Machine_Shop 770; Terran_Armory 213; Terran_Starport 256; Terran_Opening two_facto; Terran_Academy 541; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 335; Terran_Comsat_Station 799; Terran_Barracks 93; Terran_Expansion 325; Terran_Refinery 110; Terran_Barracks2 196; Terran_Missile_Turret 587; Terran_Supply_Depot 60; Terran_Engineering_Bay 547; Terran_Science_Facility -1; Terran_Machine_Shop 253; Terran_Armory 1064; Terran_Starport 230; Terran_Opening air; Terran_Academy 744; Terran_Bunker -1; Terran_Factory 173; 
Terran_Control_Tower 478; Terran_Comsat_Station 502; Terran_Barracks 98; Terran_Expansion 250; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret 326; Terran_Supply_Depot 60; Terran_Engineering_Bay 279; Terran_Science_Facility 666; Terran_Machine_Shop 227; Terran_Armory 494; Terran_Starport 389; Terran_Opening ; Terran_Academy 449; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 283; Terran_Comsat_Station 600; Terran_Barracks 90; Terran_Expansion 350; Terran_Refinery 113; Terran_Barracks2 179; Terran_Missile_Turret 491; Terran_Supply_Depot 59; Terran_Engineering_Bay 448; Terran_Science_Facility 940; Terran_Machine_Shop 260; Terran_Armory 684; Terran_Starport 225; Terran_Opening air; Terran_Academy 544; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion -1; Terran_Refinery 116; Terran_Barracks2 291; Terran_Missile_Turret -1; Terran_Supply_Depot 62; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory 331; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 194; Terran_Factory 170; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 61; Terran_Expansion -1; Terran_Refinery 229; Terran_Barracks2 107; Terran_Missile_Turret -1; Terran_Supply_Depot 86; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 285; Terran_Factory 314; 
Terran_Control_Tower 267; Terran_Comsat_Station 498; Terran_Barracks 95; Terran_Expansion 406; Terran_Refinery 111; Terran_Barracks2 150; Terran_Missile_Turret 372; Terran_Supply_Depot 65; Terran_Engineering_Bay 325; Terran_Science_Facility 1056; Terran_Machine_Shop 251; Terran_Armory 222; Terran_Starport 218; Terran_Opening air; Terran_Academy 440; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower 501; Terran_Comsat_Station 1030; Terran_Barracks 93; Terran_Expansion 221; Terran_Refinery 113; Terran_Barracks2 327; Terran_Missile_Turret 308; Terran_Supply_Depot 61; Terran_Engineering_Bay 265; Terran_Science_Facility -1; Terran_Machine_Shop 227; Terran_Armory 917; Terran_Starport 369; Terran_Opening ; Terran_Academy 883; Terran_Bunker -1; Terran_Factory 167; 
Terran_Control_Tower 634; Terran_Comsat_Station 1011; Terran_Barracks 89; Terran_Expansion 217; Terran_Refinery 110; Terran_Barracks2 144; Terran_Missile_Turret 305; Terran_Supply_Depot 59; Terran_Engineering_Bay 262; Terran_Science_Facility 754; Terran_Machine_Shop 215; Terran_Armory 572; Terran_Starport 581; Terran_Opening ; Terran_Academy 949; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower 282; Terran_Comsat_Station 779; Terran_Barracks 92; Terran_Expansion 405; Terran_Refinery 108; Terran_Barracks2 358; Terran_Missile_Turret 586; Terran_Supply_Depot 61; Terran_Engineering_Bay 521; Terran_Science_Facility 861; Terran_Machine_Shop 249; Terran_Armory 221; Terran_Starport 230; Terran_Opening unknown; Terran_Academy 682; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 330; Terran_Comsat_Station 539; Terran_Barracks 90; Terran_Expansion 228; Terran_Refinery 112; Terran_Barracks2 146; Terran_Missile_Turret 399; Terran_Supply_Depot 58; Terran_Engineering_Bay 354; Terran_Science_Facility 881; Terran_Machine_Shop 218; Terran_Armory 353; Terran_Starport 269; Terran_Opening ; Terran_Academy 484; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower 329; Terran_Comsat_Station 1044; Terran_Barracks 89; Terran_Expansion 345; Terran_Refinery 108; Terran_Barracks2 148; Terran_Missile_Turret 876; Terran_Supply_Depot 57; Terran_Engineering_Bay 831; Terran_Science_Facility 0; Terran_Machine_Shop 217; Terran_Armory 568; Terran_Starport 230; Terran_Opening air; Terran_Academy 704; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 489; Terran_Comsat_Station 286; Terran_Barracks 88; Terran_Expansion 405; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 377; Terran_Supply_Depot 54; Terran_Engineering_Bay 308; Terran_Science_Facility 0; Terran_Machine_Shop 215; Terran_Armory 218; Terran_Starport 431; Terran_Opening ; Terran_Academy 228; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 287; Terran_Comsat_Station 565; Terran_Barracks 88; Terran_Expansion 380; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret 414; Terran_Supply_Depot 55; Terran_Engineering_Bay 340; Terran_Science_Facility 773; Terran_Machine_Shop 238; Terran_Armory 262; Terran_Starport 236; Terran_Opening air; Terran_Academy 461; Terran_Bunker -1; Terran_Factory 180; 
Terran_Control_Tower 397; Terran_Comsat_Station 955; Terran_Barracks 93; Terran_Expansion 291; Terran_Refinery 110; Terran_Barracks2 0; Terran_Missile_Turret 521; Terran_Supply_Depot 61; Terran_Engineering_Bay 443; Terran_Science_Facility 803; Terran_Machine_Shop 223; Terran_Armory 917; Terran_Starport 344; Terran_Opening ; Terran_Academy 868; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower 295; Terran_Comsat_Station 1071; Terran_Barracks 97; Terran_Expansion 252; Terran_Refinery 113; Terran_Barracks2 486; Terran_Missile_Turret 387; Terran_Supply_Depot 59; Terran_Engineering_Bay 341; Terran_Science_Facility 906; Terran_Machine_Shop 236; Terran_Armory 453; Terran_Starport 238; Terran_Opening air; Terran_Academy 511; Terran_Bunker -1; Terran_Factory 181; 
Terran_Control_Tower 289; Terran_Comsat_Station 709; Terran_Barracks 101; Terran_Expansion 426; Terran_Refinery 99; Terran_Barracks2 155; Terran_Missile_Turret 588; Terran_Supply_Depot 55; Terran_Engineering_Bay 347; Terran_Science_Facility 0; Terran_Machine_Shop 210; Terran_Armory 207; Terran_Starport 240; Terran_Opening two_facto; Terran_Academy 649; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 343; Terran_Comsat_Station 670; Terran_Barracks 91; Terran_Expansion 261; Terran_Refinery 106; Terran_Barracks2 146; Terran_Missile_Turret 422; Terran_Supply_Depot 57; Terran_Engineering_Bay 370; Terran_Science_Facility 0; Terran_Machine_Shop 237; Terran_Armory 241; Terran_Starport 295; Terran_Opening two_facto; Terran_Academy 616; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 321; Terran_Comsat_Station 768; Terran_Barracks 88; Terran_Expansion 453; Terran_Refinery 100; Terran_Barracks2 155; Terran_Missile_Turret 571; Terran_Supply_Depot 72; Terran_Engineering_Bay 405; Terran_Science_Facility 983; Terran_Machine_Shop 299; Terran_Armory -1; Terran_Starport 216; Terran_Opening air; Terran_Academy 704; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station 352; Terran_Barracks 93; Terran_Expansion 336; Terran_Refinery 126; Terran_Barracks2 248; Terran_Missile_Turret 419; Terran_Supply_Depot 60; Terran_Engineering_Bay 371; Terran_Science_Facility -1; Terran_Machine_Shop 333; Terran_Armory 231; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 274; Terran_Bunker -1; Terran_Factory 178; 
Terran_Control_Tower 462; Terran_Comsat_Station 396; Terran_Barracks 85; Terran_Expansion 382; Terran_Refinery 109; Terran_Barracks2 -1; Terran_Missile_Turret 638; Terran_Supply_Depot 59; Terran_Engineering_Bay 580; Terran_Science_Facility 821; Terran_Machine_Shop 216; Terran_Armory 221; Terran_Starport 398; Terran_Opening two_facto; Terran_Academy 291; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 646; Terran_Comsat_Station 893; Terran_Barracks 113; Terran_Expansion 321; Terran_Refinery 91; Terran_Barracks2 320; Terran_Missile_Turret 717; Terran_Supply_Depot 58; Terran_Engineering_Bay 649; Terran_Science_Facility 597; Terran_Machine_Shop 265; Terran_Armory 787; Terran_Starport 530; Terran_Opening two_facto; Terran_Academy 807; Terran_Bunker -1; Terran_Factory 179; 
Terran_Control_Tower 462; Terran_Comsat_Station 396; Terran_Barracks 85; Terran_Expansion 382; Terran_Refinery 109; Terran_Barracks2 -1; Terran_Missile_Turret 638; Terran_Supply_Depot 59; Terran_Engineering_Bay 580; Terran_Science_Facility 821; Terran_Machine_Shop 216; Terran_Armory 221; Terran_Starport 398; Terran_Opening two_facto; Terran_Academy 291; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 646; Terran_Comsat_Station 893; Terran_Barracks 113; Terran_Expansion 321; Terran_Refinery 91; Terran_Barracks2 320; Terran_Missile_Turret 717; Terran_Supply_Depot 58; Terran_Engineering_Bay 649; Terran_Science_Facility 597; Terran_Machine_Shop 265; Terran_Armory 787; Terran_Starport 530; Terran_Opening two_facto; Terran_Academy 807; Terran_Bunker -1; Terran_Factory 179; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion -1; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 226; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 93; Terran_Expansion 245; Terran_Refinery 98; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 257; Terran_Factory 147; 
Terran_Control_Tower 400; Terran_Comsat_Station 541; Terran_Barracks 83; Terran_Expansion 332; Terran_Refinery 99; Terran_Barracks2 261; Terran_Missile_Turret 752; Terran_Supply_Depot 58; Terran_Engineering_Bay 683; Terran_Science_Facility 707; Terran_Machine_Shop 211; Terran_Armory 453; Terran_Starport 207; Terran_Opening air; Terran_Academy 483; Terran_Bunker -1; Terran_Factory 150; 
Terran_Control_Tower 574; Terran_Comsat_Station 390; Terran_Barracks 104; Terran_Expansion 371; Terran_Refinery 94; Terran_Barracks2 212; Terran_Missile_Turret 548; Terran_Supply_Depot 58; Terran_Engineering_Bay 506; Terran_Science_Facility 792; Terran_Machine_Shop 214; Terran_Armory 250; Terran_Starport 508; Terran_Opening two_facto; Terran_Academy 327; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 90; Terran_Expansion -1; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 52; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion -1; Terran_Refinery 167; Terran_Barracks2 116; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 189; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 53; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 87; Terran_Expansion -1; Terran_Refinery 104; Terran_Barracks2 190; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 217; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 94; Terran_Expansion -1; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 52; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 227; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 652; Terran_Comsat_Station 394; Terran_Barracks 98; Terran_Expansion 207; Terran_Refinery 103; Terran_Barracks2 157; Terran_Missile_Turret 858; Terran_Supply_Depot 58; Terran_Engineering_Bay 782; Terran_Science_Facility 875; Terran_Machine_Shop 360; Terran_Armory 262; Terran_Starport 571; Terran_Opening two_facto; Terran_Academy 334; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower 751; Terran_Comsat_Station 519; Terran_Barracks 81; Terran_Expansion 214; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 823; Terran_Supply_Depot 56; Terran_Engineering_Bay 769; Terran_Science_Facility 739; Terran_Machine_Shop 250; Terran_Armory 333; Terran_Starport 601; Terran_Opening two_facto; Terran_Academy 452; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 388; Terran_Comsat_Station 530; Terran_Barracks 97; Terran_Expansion 215; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret 725; Terran_Supply_Depot 56; Terran_Engineering_Bay 682; Terran_Science_Facility 846; Terran_Machine_Shop 249; Terran_Armory 264; Terran_Starport 340; Terran_Opening two_facto; Terran_Academy 448; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower 390; Terran_Comsat_Station 365; Terran_Barracks 90; Terran_Expansion 242; Terran_Refinery 103; Terran_Barracks2 213; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility 703; Terran_Machine_Shop 224; Terran_Armory 285; Terran_Starport 344; Terran_Opening two_facto; Terran_Academy 312; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 61; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 81; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 53; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 564; Terran_Comsat_Station 614; Terran_Barracks 106; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 164; Terran_Missile_Turret 402; Terran_Supply_Depot 72; Terran_Engineering_Bay 320; Terran_Science_Facility 567; Terran_Machine_Shop 235; Terran_Armory 215; Terran_Starport 516; Terran_Opening ; Terran_Academy 522; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 391; Terran_Comsat_Station 407; Terran_Barracks 92; Terran_Expansion 288; Terran_Refinery 109; Terran_Barracks2 292; Terran_Missile_Turret 424; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 570; Terran_Machine_Shop 224; Terran_Armory 296; Terran_Starport 340; Terran_Opening ; Terran_Academy 348; Terran_Bunker 201; Terran_Factory 171; 
Terran_Control_Tower 435; Terran_Comsat_Station 391; Terran_Barracks 134; Terran_Expansion 117; Terran_Refinery 146; Terran_Barracks2 623; Terran_Missile_Turret 393; Terran_Supply_Depot 57; Terran_Engineering_Bay 327; Terran_Science_Facility 729; Terran_Machine_Shop 252; Terran_Armory 269; Terran_Starport 388; Terran_Opening two_facto; Terran_Academy 325; Terran_Bunker -1; Terran_Factory 200; 
Terran_Control_Tower -1; Terran_Comsat_Station 441; Terran_Barracks 99; Terran_Expansion 268; Terran_Refinery 98; Terran_Barracks2 215; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 209; Terran_Armory 638; Terran_Starport 208; Terran_Opening air; Terran_Academy 385; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 636; Terran_Comsat_Station 619; Terran_Barracks 89; Terran_Expansion 216; Terran_Refinery 103; Terran_Barracks2 970; Terran_Missile_Turret 809; Terran_Supply_Depot 57; Terran_Engineering_Bay 766; Terran_Science_Facility 808; Terran_Machine_Shop 211; Terran_Armory 311; Terran_Starport 559; Terran_Opening vultures; Terran_Academy 558; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 719; Terran_Comsat_Station 655; Terran_Barracks 94; Terran_Expansion 210; Terran_Refinery 98; Terran_Barracks2 -1; Terran_Missile_Turret 719; Terran_Supply_Depot 54; Terran_Engineering_Bay 595; Terran_Science_Facility 774; Terran_Machine_Shop 220; Terran_Armory 568; Terran_Starport 666; Terran_Opening unknown; Terran_Academy 572; Terran_Bunker -1; Terran_Factory 148; 
Terran_Control_Tower 801; Terran_Comsat_Station 890; Terran_Barracks 88; Terran_Expansion 201; Terran_Refinery 101; Terran_Barracks2 674; Terran_Missile_Turret 539; Terran_Supply_Depot 57; Terran_Engineering_Bay 489; Terran_Science_Facility 801; Terran_Machine_Shop 227; Terran_Armory 296; Terran_Starport 735; Terran_Opening two_facto; Terran_Academy 822; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 356; Terran_Comsat_Station 422; Terran_Barracks 85; Terran_Expansion 333; Terran_Refinery 102; Terran_Barracks2 885; Terran_Missile_Turret 910; Terran_Supply_Depot 59; Terran_Engineering_Bay 865; Terran_Science_Facility 681; Terran_Machine_Shop 209; Terran_Armory 239; Terran_Starport 212; Terran_Opening air; Terran_Academy 364; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 443; Terran_Comsat_Station 484; Terran_Barracks 102; Terran_Expansion 221; Terran_Refinery 98; Terran_Barracks2 -1; Terran_Missile_Turret 625; Terran_Supply_Depot 56; Terran_Engineering_Bay 559; Terran_Science_Facility 691; Terran_Machine_Shop 240; Terran_Armory 345; Terran_Starport 387; Terran_Opening two_facto; Terran_Academy 424; Terran_Bunker 232; Terran_Factory 153; 
