Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 795; Protoss_Expansion 402; Protoss_Arbiter_Tribunal 771; Protoss_Robotics_Facility 274; Protoss_Fleet_Beacon 0; Protoss_Stargate 694; Protoss_Citadel_of_Adun 430; Protoss_Gateway2 235; Protoss_Forge 721; Protoss_Templar_Archives 571; Protoss_Photon_Cannon 775; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 136; Protoss_Pylon 52; Protoss_Opening ; Protoss_Assimilator 107; Protoss_Gateway 90; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 358; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 213; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 448; Protoss_Gateway2 237; Protoss_Forge 563; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 607; Protoss_Cybernetics_Core 143; 
Protoss_Pylon2 148; Protoss_Pylon 51; Protoss_Opening two_gates; Protoss_Assimilator 98; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 439; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 323; Protoss_Fleet_Beacon 1005; Protoss_Stargate 931; Protoss_Citadel_of_Adun 196; Protoss_Gateway2 265; Protoss_Forge 469; Protoss_Templar_Archives 247; Protoss_Photon_Cannon 520; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 157; Protoss_Pylon 51; Protoss_Opening fast_dt; Protoss_Assimilator 101; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 291; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 889; Protoss_Stargate 824; Protoss_Citadel_of_Adun 188; Protoss_Gateway2 320; Protoss_Forge 345; Protoss_Templar_Archives 248; Protoss_Photon_Cannon 387; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 149; Protoss_Pylon 49; Protoss_Opening templar; Protoss_Assimilator 102; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 312; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 200; Protoss_Fleet_Beacon 908; Protoss_Stargate 837; Protoss_Citadel_of_Adun 346; Protoss_Gateway2 214; Protoss_Forge 497; Protoss_Templar_Archives 535; Protoss_Photon_Cannon 539; Protoss_Cybernetics_Core 130; 
Protoss_Pylon2 145; Protoss_Pylon 51; Protoss_Opening speedzeal; Protoss_Assimilator 102; Protoss_Gateway 90; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 384; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 586; Protoss_Gateway2 215; Protoss_Forge 538; Protoss_Templar_Archives 652; Protoss_Photon_Cannon 572; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 145; Protoss_Pylon 50; Protoss_Opening ; Protoss_Assimilator 93; Protoss_Gateway 88; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 755; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 369; Protoss_Gateway2 212; Protoss_Forge 0; Protoss_Templar_Archives 493; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 140; 
Protoss_Pylon2 150; Protoss_Pylon 52; Protoss_Opening two_gates; Protoss_Assimilator 108; Protoss_Gateway 91; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 268; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 229; Protoss_Fleet_Beacon 0; Protoss_Stargate 906; Protoss_Citadel_of_Adun 223; Protoss_Gateway2 397; Protoss_Forge 425; Protoss_Templar_Archives 363; Protoss_Photon_Cannon 463; Protoss_Cybernetics_Core 175; 
Protoss_Pylon2 157; Protoss_Pylon 53; Protoss_Opening speedzeal; Protoss_Assimilator 108; Protoss_Gateway 91; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 541; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 202; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 409; Protoss_Gateway2 225; Protoss_Forge 670; Protoss_Templar_Archives 843; Protoss_Photon_Cannon 717; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 145; Protoss_Pylon 50; Protoss_Opening speedzeal; Protoss_Assimilator 100; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 372; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 193; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 602; Protoss_Gateway2 214; Protoss_Forge 673; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 753; Protoss_Cybernetics_Core 132; 
Protoss_Pylon2 156; Protoss_Pylon 52; Protoss_Opening nony; Protoss_Assimilator 105; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 270; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 797; Protoss_Fleet_Beacon 384; Protoss_Stargate 319; Protoss_Citadel_of_Adun 737; Protoss_Gateway2 292; Protoss_Forge 553; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 584; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 149; Protoss_Pylon 49; Protoss_Opening reaver_drop; Protoss_Assimilator 103; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 279; Protoss_Expansion 404; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 176; Protoss_Fleet_Beacon 628; Protoss_Stargate 535; Protoss_Citadel_of_Adun 486; Protoss_Gateway2 409; Protoss_Forge 583; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 645; Protoss_Cybernetics_Core 129; 
Protoss_Pylon2 156; Protoss_Pylon 50; Protoss_Opening speedzeal; Protoss_Assimilator 104; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 399; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 208; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 503; Protoss_Gateway2 224; Protoss_Forge 759; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 797; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 160; Protoss_Pylon 51; Protoss_Opening speedzeal; Protoss_Assimilator 74; Protoss_Gateway 98; Protoss_Robotics_Support_Bay 527; Protoss_Expansion 380; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 187; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 510; Protoss_Gateway2 204; Protoss_Forge 406; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 438; Protoss_Cybernetics_Core 140; 
Protoss_Pylon2 148; Protoss_Pylon 49; Protoss_Opening reaver_drop; Protoss_Assimilator 102; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 383; Protoss_Expansion 445; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 207; Protoss_Fleet_Beacon 910; Protoss_Stargate 793; Protoss_Citadel_of_Adun 553; Protoss_Gateway2 224; Protoss_Forge 817; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 850; Protoss_Cybernetics_Core 133; 
Protoss_Pylon2 166; Protoss_Pylon 53; Protoss_Opening speedzeal; Protoss_Assimilator 151; Protoss_Gateway 132; Protoss_Robotics_Support_Bay 921; Protoss_Expansion 111; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 416; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 598; Protoss_Gateway2 220; Protoss_Forge 502; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 532; Protoss_Cybernetics_Core 182; 
Protoss_Pylon2 100; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 113; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 349; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 286; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 368; Protoss_Gateway2 206; Protoss_Forge 473; Protoss_Templar_Archives 561; Protoss_Photon_Cannon 514; Protoss_Cybernetics_Core 142; 
Protoss_Pylon2 154; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 103; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 335; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 287; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 471; Protoss_Gateway2 233; Protoss_Forge 966; Protoss_Templar_Archives 776; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 132; 
Protoss_Pylon2 157; Protoss_Pylon 52; Protoss_Opening templar; Protoss_Assimilator 110; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 858; Protoss_Expansion 330; Protoss_Arbiter_Tribunal 825; Protoss_Robotics_Facility 238; Protoss_Fleet_Beacon 0; Protoss_Stargate 774; Protoss_Citadel_of_Adun 439; Protoss_Gateway2 394; Protoss_Forge 596; Protoss_Templar_Archives 672; Protoss_Photon_Cannon 645; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 144; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 102; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 259; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 230; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 150; Protoss_Pylon 51; Protoss_Opening templar; Protoss_Assimilator 105; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 795; Protoss_Expansion 357; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 198; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 423; Protoss_Gateway2 245; Protoss_Forge 549; Protoss_Templar_Archives 1032; Protoss_Photon_Cannon 582; Protoss_Cybernetics_Core 132; 
Protoss_Pylon2 140; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 94; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 534; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 422; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 265; Protoss_Gateway2 205; Protoss_Forge 610; Protoss_Templar_Archives 502; Protoss_Photon_Cannon 666; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 143; Protoss_Pylon 52; Protoss_Opening templar; Protoss_Assimilator 102; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 949; Protoss_Expansion 240; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 256; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 516; Protoss_Gateway2 289; Protoss_Forge 638; Protoss_Templar_Archives 577; Protoss_Photon_Cannon 688; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 143; Protoss_Pylon 52; Protoss_Opening templar; Protoss_Assimilator 102; Protoss_Gateway 89; Protoss_Robotics_Support_Bay 949; Protoss_Expansion 240; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 256; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 516; Protoss_Gateway2 289; Protoss_Forge 638; Protoss_Templar_Archives 577; Protoss_Photon_Cannon 688; Protoss_Cybernetics_Core 135; 
Protoss_Pylon2 146; Protoss_Pylon 54; Protoss_Opening speedzeal; Protoss_Assimilator 102; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 370; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 197; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 456; Protoss_Gateway2 263; Protoss_Forge 556; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 628; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 198; Protoss_Pylon 52; Protoss_Opening reaver_drop; Protoss_Assimilator 101; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 285; Protoss_Expansion 574; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 192; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 326; Protoss_Forge 432; Protoss_Templar_Archives 337; Protoss_Photon_Cannon 462; Protoss_Cybernetics_Core 143; 
Protoss_Pylon2 154; Protoss_Pylon 52; Protoss_Opening fast_dt; Protoss_Assimilator 109; Protoss_Gateway 91; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 392; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 259; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 231; Protoss_Gateway2 308; Protoss_Forge 0; Protoss_Templar_Archives 277; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 139; 
Protoss_Pylon2 160; Protoss_Pylon 51; Protoss_Opening reaver_drop; Protoss_Assimilator 110; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 255; Protoss_Expansion 410; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 190; Protoss_Fleet_Beacon 871; Protoss_Stargate 811; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 640; Protoss_Forge 504; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 538; Protoss_Cybernetics_Core 139; 
Protoss_Pylon2 180; Protoss_Pylon 52; Protoss_Opening speedzeal; Protoss_Assimilator 123; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 393; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 227; Protoss_Fleet_Beacon 917; Protoss_Stargate 851; Protoss_Citadel_of_Adun 468; Protoss_Gateway2 106; Protoss_Forge 505; Protoss_Templar_Archives 541; Protoss_Photon_Cannon 548; Protoss_Cybernetics_Core 158; 
Protoss_Pylon2 171; Protoss_Pylon 54; Protoss_Opening fast_dt; Protoss_Assimilator 111; Protoss_Gateway 87; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 276; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 344; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 321; Protoss_Gateway2 374; Protoss_Forge 951; Protoss_Templar_Archives 369; Protoss_Photon_Cannon 1044; Protoss_Cybernetics_Core 140; 
Protoss_Pylon2 155; Protoss_Pylon 52; Protoss_Opening nony; Protoss_Assimilator 110; Protoss_Gateway 97; Protoss_Robotics_Support_Bay 327; Protoss_Expansion 432; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 238; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 574; Protoss_Gateway2 291; Protoss_Forge 467; Protoss_Templar_Archives 621; Protoss_Photon_Cannon 583; Protoss_Cybernetics_Core 141; 
Protoss_Pylon2 141; Protoss_Pylon 51; Protoss_Opening two_gates; Protoss_Assimilator 110; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 358; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 439; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 217; Protoss_Gateway2 245; Protoss_Forge 317; Protoss_Templar_Archives 270; Protoss_Photon_Cannon 816; Protoss_Cybernetics_Core 167; 
Protoss_Pylon2 132; Protoss_Pylon 53; Protoss_Opening fast_dt; Protoss_Assimilator 198; Protoss_Gateway 103; Protoss_Robotics_Support_Bay 435; Protoss_Expansion 564; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 317; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 328; Protoss_Gateway2 806; Protoss_Forge 336; Protoss_Templar_Archives 370; Protoss_Photon_Cannon 379; Protoss_Cybernetics_Core 252; 
Protoss_Pylon2 162; Protoss_Pylon 53; Protoss_Opening ; Protoss_Assimilator 110; Protoss_Gateway 92; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 488; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 248; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 692; Protoss_Gateway2 277; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 137; 
Protoss_Pylon2 159; Protoss_Pylon 53; Protoss_Opening reaver_drop; Protoss_Assimilator 78; Protoss_Gateway 100; Protoss_Robotics_Support_Bay 270; Protoss_Expansion 431; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 183; Protoss_Fleet_Beacon 0; Protoss_Stargate 197; Protoss_Citadel_of_Adun 577; Protoss_Gateway2 666; Protoss_Forge 358; Protoss_Templar_Archives 672; Protoss_Photon_Cannon 423; Protoss_Cybernetics_Core 141; 
Protoss_Pylon2 149; Protoss_Pylon 48; Protoss_Opening reaver_drop; Protoss_Assimilator 97; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 251; Protoss_Expansion 475; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 177; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 354; Protoss_Gateway2 379; Protoss_Forge 765; Protoss_Templar_Archives 414; Protoss_Photon_Cannon 808; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 153; Protoss_Pylon 51; Protoss_Opening fast_dt; Protoss_Assimilator 101; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 368; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 334; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 178; Protoss_Gateway2 235; Protoss_Forge 880; Protoss_Templar_Archives 228; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 150; Protoss_Pylon 52; Protoss_Opening fast_dt; Protoss_Assimilator 101; Protoss_Gateway 84; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 314; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 266; Protoss_Fleet_Beacon 996; Protoss_Stargate 913; Protoss_Citadel_of_Adun 177; Protoss_Gateway2 239; Protoss_Forge 355; Protoss_Templar_Archives 219; Protoss_Photon_Cannon 546; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 146; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 101; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 390; Protoss_Expansion 535; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 234; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 704; Protoss_Gateway2 293; Protoss_Forge 655; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 815; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 152; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 107; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 401; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 286; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 412; Protoss_Gateway2 246; Protoss_Forge 790; Protoss_Templar_Archives 465; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 148; Protoss_Pylon 48; Protoss_Opening speedzeal; Protoss_Assimilator 102; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 356; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 195; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 501; Protoss_Gateway2 289; Protoss_Forge 431; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 491; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 141; Protoss_Pylon 51; Protoss_Opening two_gates; Protoss_Assimilator 175; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 573; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 447; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 548; Protoss_Gateway2 110; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 195; 
Protoss_Pylon2 145; Protoss_Pylon 50; Protoss_Opening fast_dt; Protoss_Assimilator 74; Protoss_Gateway 100; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 309; Protoss_Arbiter_Tribunal 579; Protoss_Robotics_Facility 184; Protoss_Fleet_Beacon 0; Protoss_Stargate 524; Protoss_Citadel_of_Adun 208; Protoss_Gateway2 257; Protoss_Forge 639; Protoss_Templar_Archives 251; Protoss_Photon_Cannon 712; Protoss_Cybernetics_Core 142; 
Protoss_Pylon2 182; Protoss_Pylon 52; Protoss_Opening speedzeal; Protoss_Assimilator 103; Protoss_Gateway 116; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 570; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 349; Protoss_Gateway2 171; Protoss_Forge 581; Protoss_Templar_Archives 412; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 164; 
Protoss_Pylon2 146; Protoss_Pylon 49; Protoss_Opening fast_dt; Protoss_Assimilator 81; Protoss_Gateway 95; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 494; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 233; Protoss_Fleet_Beacon 793; Protoss_Stargate 742; Protoss_Citadel_of_Adun 230; Protoss_Gateway2 250; Protoss_Forge 647; Protoss_Templar_Archives 272; Protoss_Photon_Cannon 781; Protoss_Cybernetics_Core 139; 
Protoss_Pylon2 135; Protoss_Pylon 52; Protoss_Opening unknown; Protoss_Assimilator 150; Protoss_Gateway 163; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 131; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 342; Protoss_Fleet_Beacon 636; Protoss_Stargate 582; Protoss_Citadel_of_Adun 530; Protoss_Gateway2 181; Protoss_Forge 230; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 262; Protoss_Cybernetics_Core 216; 
Protoss_Pylon2 184; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 96; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 344; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 710; Protoss_Fleet_Beacon 600; Protoss_Stargate 539; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 155; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 129; 
Protoss_Pylon2 181; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 88; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 282; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 833; Protoss_Fleet_Beacon 499; Protoss_Stargate 444; Protoss_Citadel_of_Adun 304; Protoss_Gateway2 148; Protoss_Forge 407; Protoss_Templar_Archives 348; Protoss_Photon_Cannon 581; Protoss_Cybernetics_Core 134; 
Protoss_Pylon2 152; Protoss_Pylon 49; Protoss_Opening ; Protoss_Assimilator 75; Protoss_Gateway 94; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 425; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 178; Protoss_Fleet_Beacon 547; Protoss_Stargate 476; Protoss_Citadel_of_Adun 636; Protoss_Gateway2 212; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 127; Protoss_Pylon 50; Protoss_Opening fast_dt; Protoss_Assimilator 104; Protoss_Gateway 90; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 323; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 768; Protoss_Fleet_Beacon 571; Protoss_Stargate 504; Protoss_Citadel_of_Adun 307; Protoss_Gateway2 172; Protoss_Forge 868; Protoss_Templar_Archives 352; Protoss_Photon_Cannon 899; Protoss_Cybernetics_Core 149; 
Protoss_Pylon2 258; Protoss_Pylon 53; Protoss_Opening unknown; Protoss_Assimilator 126; Protoss_Gateway 138; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 116; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 286; Protoss_Fleet_Beacon 637; Protoss_Stargate 588; Protoss_Citadel_of_Adun 566; Protoss_Gateway2 196; Protoss_Forge 298; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 335; Protoss_Cybernetics_Core 180; 
Protoss_Pylon2 231; Protoss_Pylon 53; Protoss_Opening two_gates; Protoss_Assimilator 146; Protoss_Gateway 155; Protoss_Robotics_Support_Bay 345; Protoss_Expansion 122; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 278; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 353; Protoss_Gateway2 206; Protoss_Forge 252; Protoss_Templar_Archives 658; Protoss_Photon_Cannon 305; Protoss_Cybernetics_Core 213; 
Protoss_Pylon2 222; Protoss_Pylon 52; Protoss_Opening two_gates; Protoss_Assimilator 133; Protoss_Gateway 149; Protoss_Robotics_Support_Bay 352; Protoss_Expansion 117; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 293; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 356; Protoss_Gateway2 206; Protoss_Forge 0; Protoss_Templar_Archives 653; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 196; 
