Protoss_Pylon2 127; Protoss_Pylon 54; Protoss_Opening ReaverDrop; Protoss_Assimilator 245; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 525; Protoss_Expansion 636; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 460; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 102; Protoss_Forge 662; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 248; 
Protoss_Pylon2 124; Protoss_Pylon 53; Protoss_Opening ReaverDrop; Protoss_Assimilator 107; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 285; Protoss_Expansion 694; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 221; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 443; Protoss_Gateway2 265; Protoss_Forge 593; Protoss_Templar_Archives 659; Protoss_Photon_Cannon 775; Protoss_Cybernetics_Core 176; 
Protoss_Pylon2 171; Protoss_Pylon 55; Protoss_Opening FastExpand; Protoss_Assimilator 240; Protoss_Gateway 223; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 136; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 519; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 338; Protoss_Gateway2 343; Protoss_Forge 157; Protoss_Templar_Archives 401; Protoss_Photon_Cannon 198; Protoss_Cybernetics_Core 296; 
Protoss_Pylon2 134; Protoss_Pylon 57; Protoss_Opening FastExpand; Protoss_Assimilator 314; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 294; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 808; Protoss_Fleet_Beacon 0; Protoss_Stargate 1410; Protoss_Citadel_of_Adun 469; Protoss_Gateway2 517; Protoss_Forge 323; Protoss_Templar_Archives 551; Protoss_Photon_Cannon 356; Protoss_Cybernetics_Core 399; 
Protoss_Pylon2 117; Protoss_Pylon 58; Protoss_Opening FastExpand; Protoss_Assimilator 231; Protoss_Gateway 212; Protoss_Robotics_Support_Bay 1111; Protoss_Expansion 193; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 418; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 309; Protoss_Gateway2 320; Protoss_Forge 109; Protoss_Templar_Archives 401; Protoss_Photon_Cannon 149; Protoss_Cybernetics_Core 259; 
Protoss_Pylon2 160; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 192; Protoss_Gateway 170; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 141; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 407; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 272; Protoss_Gateway2 300; Protoss_Forge 92; Protoss_Templar_Archives 357; Protoss_Photon_Cannon 183; Protoss_Cybernetics_Core 217; 
Protoss_Pylon2 196; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 186; Protoss_Gateway 172; Protoss_Robotics_Support_Bay 984; Protoss_Expansion 135; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 477; Protoss_Fleet_Beacon 0; Protoss_Stargate 274; Protoss_Citadel_of_Adun 282; Protoss_Gateway2 404; Protoss_Forge 109; Protoss_Templar_Archives 346; Protoss_Photon_Cannon 147; Protoss_Cybernetics_Core 226; 
Protoss_Pylon2 146; Protoss_Pylon 50; Protoss_Opening Unknown; Protoss_Assimilator 163; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 209; 
Protoss_Pylon2 109; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 181; Protoss_Gateway 72; Protoss_Robotics_Support_Bay 1006; Protoss_Expansion 171; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 662; Protoss_Fleet_Beacon 0; Protoss_Stargate 268; Protoss_Citadel_of_Adun 288; Protoss_Gateway2 557; Protoss_Forge 302; Protoss_Templar_Archives 329; Protoss_Photon_Cannon 338; Protoss_Cybernetics_Core 224; 
Protoss_Pylon2 151; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 212; Protoss_Gateway 204; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 190; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 647; Protoss_Fleet_Beacon 0; Protoss_Stargate 293; Protoss_Citadel_of_Adun 302; Protoss_Gateway2 371; Protoss_Forge 102; Protoss_Templar_Archives 353; Protoss_Photon_Cannon 132; Protoss_Cybernetics_Core 249; 
Protoss_Pylon2 97; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 164; Protoss_Gateway 70; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 156; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 591; Protoss_Fleet_Beacon 0; Protoss_Stargate 249; Protoss_Citadel_of_Adun 279; Protoss_Gateway2 419; Protoss_Forge 314; Protoss_Templar_Archives 327; Protoss_Photon_Cannon 347; Protoss_Cybernetics_Core 204; 
Protoss_Pylon2 202; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 149; Protoss_Gateway 135; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 113; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 499; Protoss_Fleet_Beacon 0; Protoss_Stargate 778; Protoss_Citadel_of_Adun 229; Protoss_Gateway2 272; Protoss_Forge 183; Protoss_Templar_Archives 280; Protoss_Photon_Cannon 222; Protoss_Cybernetics_Core 181; 
Protoss_Pylon2 237; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 221; Protoss_Gateway 205; Protoss_Robotics_Support_Bay 397; Protoss_Expansion 107; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 333; Protoss_Fleet_Beacon 0; Protoss_Stargate 291; Protoss_Citadel_of_Adun 313; Protoss_Gateway2 595; Protoss_Forge 121; Protoss_Templar_Archives 679; Protoss_Photon_Cannon 156; Protoss_Cybernetics_Core 248; 
Protoss_Pylon2 135; Protoss_Pylon 42; Protoss_Opening FastExpand; Protoss_Assimilator 276; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 371; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 523; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 457; Protoss_Gateway2 113; Protoss_Forge 356; Protoss_Templar_Archives 542; Protoss_Photon_Cannon 406; Protoss_Cybernetics_Core 327; 
Protoss_Pylon2 138; Protoss_Pylon 43; Protoss_Opening Unknown; Protoss_Assimilator 345; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 98; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 131; Protoss_Pylon 52; Protoss_Opening Carrier; Protoss_Assimilator 106; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 373; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 481; Protoss_Fleet_Beacon 0; Protoss_Stargate 231; Protoss_Citadel_of_Adun 258; Protoss_Gateway2 493; Protoss_Forge 302; Protoss_Templar_Archives 302; Protoss_Photon_Cannon 351; Protoss_Cybernetics_Core 184; 
Protoss_Pylon2 125; Protoss_Pylon 54; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 99; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 135; Protoss_Pylon 42; Protoss_Opening FastExpand; Protoss_Assimilator 276; Protoss_Gateway 85; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 371; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 523; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 457; Protoss_Gateway2 113; Protoss_Forge 356; Protoss_Templar_Archives 542; Protoss_Photon_Cannon 406; Protoss_Cybernetics_Core 327; 
Protoss_Pylon2 138; Protoss_Pylon 43; Protoss_Opening Unknown; Protoss_Assimilator 345; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 98; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 131; Protoss_Pylon 52; Protoss_Opening Carrier; Protoss_Assimilator 106; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 373; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 481; Protoss_Fleet_Beacon 0; Protoss_Stargate 231; Protoss_Citadel_of_Adun 258; Protoss_Gateway2 493; Protoss_Forge 302; Protoss_Templar_Archives 302; Protoss_Photon_Cannon 351; Protoss_Cybernetics_Core 184; 
Protoss_Pylon2 125; Protoss_Pylon 54; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 99; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 198; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 189; Protoss_Gateway 173; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 133; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 462; Protoss_Fleet_Beacon 0; Protoss_Stargate 834; Protoss_Citadel_of_Adun 277; Protoss_Gateway2 306; Protoss_Forge 78; Protoss_Templar_Archives 347; Protoss_Photon_Cannon 136; Protoss_Cybernetics_Core 229; 
Protoss_Pylon2 247; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 171; Protoss_Gateway 151; Protoss_Robotics_Support_Bay 999; Protoss_Expansion 124; Protoss_Arbiter_Tribunal 765; Protoss_Robotics_Facility 438; Protoss_Fleet_Beacon 0; Protoss_Stargate 716; Protoss_Citadel_of_Adun 267; Protoss_Gateway2 287; Protoss_Forge 158; Protoss_Templar_Archives 314; Protoss_Photon_Cannon 191; Protoss_Cybernetics_Core 215; 
Protoss_Pylon2 153; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 236; Protoss_Gateway 247; Protoss_Robotics_Support_Bay 884; Protoss_Expansion 207; Protoss_Arbiter_Tribunal 1005; Protoss_Robotics_Facility 606; Protoss_Fleet_Beacon 0; Protoss_Stargate 491; Protoss_Citadel_of_Adun 512; Protoss_Gateway2 293; Protoss_Forge 95; Protoss_Templar_Archives 644; Protoss_Photon_Cannon 125; Protoss_Cybernetics_Core 440; 
Protoss_Pylon2 202; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 284; Protoss_Gateway 213; Protoss_Robotics_Support_Bay 1064; Protoss_Expansion 174; Protoss_Arbiter_Tribunal 1631; Protoss_Robotics_Facility 573; Protoss_Fleet_Beacon 956; Protoss_Stargate 902; Protoss_Citadel_of_Adun 377; Protoss_Gateway2 321; Protoss_Forge 90; Protoss_Templar_Archives 466; Protoss_Photon_Cannon 134; Protoss_Cybernetics_Core 332; 
Protoss_Pylon2 168; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 209; Protoss_Gateway 187; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 145; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 577; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 313; Protoss_Gateway2 392; Protoss_Forge 89; Protoss_Templar_Archives 373; Protoss_Photon_Cannon 156; Protoss_Cybernetics_Core 264; 
Protoss_Pylon2 145; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 266; Protoss_Gateway 185; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 221; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 539; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 341; Protoss_Gateway2 395; Protoss_Forge 83; Protoss_Templar_Archives 383; Protoss_Photon_Cannon 119; Protoss_Cybernetics_Core 299; 
Protoss_Pylon2 128; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 339; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 334; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 683; Protoss_Fleet_Beacon 0; Protoss_Stargate 446; Protoss_Citadel_of_Adun 469; Protoss_Gateway2 103; Protoss_Forge 251; Protoss_Templar_Archives 658; Protoss_Photon_Cannon 282; Protoss_Cybernetics_Core 385; 
Protoss_Pylon2 183; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 194; Protoss_Gateway 170; Protoss_Robotics_Support_Bay 400; Protoss_Expansion 145; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 343; Protoss_Fleet_Beacon 0; Protoss_Stargate 275; Protoss_Citadel_of_Adun 393; Protoss_Gateway2 432; Protoss_Forge 91; Protoss_Templar_Archives 468; Protoss_Photon_Cannon 158; Protoss_Cybernetics_Core 222; 
Protoss_Pylon2 186; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 260; Protoss_Gateway 172; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 138; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 556; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 325; Protoss_Gateway2 216; Protoss_Forge 83; Protoss_Templar_Archives 392; Protoss_Photon_Cannon 155; Protoss_Cybernetics_Core 276; 
Protoss_Pylon2 154; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 214; Protoss_Gateway 203; Protoss_Robotics_Support_Bay 811; Protoss_Expansion 191; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 406; Protoss_Fleet_Beacon 0; Protoss_Stargate 1239; Protoss_Citadel_of_Adun 309; Protoss_Gateway2 326; Protoss_Forge 81; Protoss_Templar_Archives 360; Protoss_Photon_Cannon 138; Protoss_Cybernetics_Core 266; 
Protoss_Pylon2 0; Protoss_Pylon 50; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 89; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 122; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 132; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 246; Protoss_Gateway 156; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 117; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 352; Protoss_Gateway2 205; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 303; 
Protoss_Pylon2 186; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 197; Protoss_Gateway 164; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 126; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 377; Protoss_Fleet_Beacon 0; Protoss_Stargate 266; Protoss_Citadel_of_Adun 289; Protoss_Gateway2 357; Protoss_Forge 93; Protoss_Templar_Archives 347; Protoss_Photon_Cannon 174; Protoss_Cybernetics_Core 222; 
Protoss_Pylon2 166; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 194; Protoss_Gateway 190; Protoss_Robotics_Support_Bay 490; Protoss_Expansion 157; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 362; Protoss_Fleet_Beacon 0; Protoss_Stargate 299; Protoss_Citadel_of_Adun 326; Protoss_Gateway2 387; Protoss_Forge 94; Protoss_Templar_Archives 385; Protoss_Photon_Cannon 133; Protoss_Cybernetics_Core 232; 
Protoss_Pylon2 211; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 195; Protoss_Gateway 183; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 132; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 486; Protoss_Fleet_Beacon 1753; Protoss_Stargate 1694; Protoss_Citadel_of_Adun 333; Protoss_Gateway2 335; Protoss_Forge 95; Protoss_Templar_Archives 384; Protoss_Photon_Cannon 146; Protoss_Cybernetics_Core 288; 
Protoss_Pylon2 182; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 185; Protoss_Gateway 162; Protoss_Robotics_Support_Bay 773; Protoss_Expansion 140; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 515; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 292; Protoss_Gateway2 294; Protoss_Forge 90; Protoss_Templar_Archives 377; Protoss_Photon_Cannon 173; Protoss_Cybernetics_Core 247; 
Protoss_Pylon2 116; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 218; Protoss_Gateway 212; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 183; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 425; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 314; Protoss_Gateway2 303; Protoss_Forge 96; Protoss_Templar_Archives 369; Protoss_Photon_Cannon 137; Protoss_Cybernetics_Core 268; 
Protoss_Pylon2 99; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 215; Protoss_Gateway 206; Protoss_Robotics_Support_Bay 898; Protoss_Expansion 190; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 582; Protoss_Fleet_Beacon 0; Protoss_Stargate 304; Protoss_Citadel_of_Adun 317; Protoss_Gateway2 403; Protoss_Forge 101; Protoss_Templar_Archives 362; Protoss_Photon_Cannon 131; Protoss_Cybernetics_Core 253; 
Protoss_Pylon2 166; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 216; Protoss_Gateway 212; Protoss_Robotics_Support_Bay 371; Protoss_Expansion 123; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 313; Protoss_Fleet_Beacon 0; Protoss_Stargate 297; Protoss_Citadel_of_Adun 764; Protoss_Gateway2 341; Protoss_Forge 143; Protoss_Templar_Archives 968; Protoss_Photon_Cannon 173; Protoss_Cybernetics_Core 253; 
Protoss_Pylon2 152; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 211; Protoss_Gateway 215; Protoss_Robotics_Support_Bay 996; Protoss_Expansion 191; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 528; Protoss_Fleet_Beacon 0; Protoss_Stargate 311; Protoss_Citadel_of_Adun 319; Protoss_Gateway2 341; Protoss_Forge 96; Protoss_Templar_Archives 365; Protoss_Photon_Cannon 129; Protoss_Cybernetics_Core 262; 
Protoss_Pylon2 153; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 228; Protoss_Gateway 219; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 203; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 316; Protoss_Citadel_of_Adun 342; Protoss_Gateway2 350; Protoss_Forge 105; Protoss_Templar_Archives 407; Protoss_Photon_Cannon 146; Protoss_Cybernetics_Core 265; 
Protoss_Pylon2 167; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 198; Protoss_Gateway 190; Protoss_Robotics_Support_Bay 1059; Protoss_Expansion 240; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 503; Protoss_Fleet_Beacon 0; Protoss_Stargate 295; Protoss_Citadel_of_Adun 326; Protoss_Gateway2 418; Protoss_Forge 97; Protoss_Templar_Archives 486; Protoss_Photon_Cannon 127; Protoss_Cybernetics_Core 252; 
Protoss_Pylon2 172; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 188; Protoss_Gateway 208; Protoss_Robotics_Support_Bay 775; Protoss_Expansion 137; Protoss_Arbiter_Tribunal 1762; Protoss_Robotics_Facility 407; Protoss_Fleet_Beacon 2112; Protoss_Stargate 1702; Protoss_Citadel_of_Adun 292; Protoss_Gateway2 313; Protoss_Forge 94; Protoss_Templar_Archives 336; Protoss_Photon_Cannon 156; Protoss_Cybernetics_Core 250; 
Protoss_Pylon2 124; Protoss_Pylon 53; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 171; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 195; Protoss_Gateway 200; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 128; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 296; Protoss_Citadel_of_Adun 302; Protoss_Gateway2 344; Protoss_Forge 142; Protoss_Templar_Archives 354; Protoss_Photon_Cannon 176; Protoss_Cybernetics_Core 246; 
Protoss_Pylon2 166; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 174; Protoss_Gateway 159; Protoss_Robotics_Support_Bay 2077; Protoss_Expansion 120; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 301; Protoss_Fleet_Beacon 0; Protoss_Stargate 274; Protoss_Citadel_of_Adun 321; Protoss_Gateway2 332; Protoss_Forge 145; Protoss_Templar_Archives 369; Protoss_Photon_Cannon 184; Protoss_Cybernetics_Core 216; 
Protoss_Pylon2 0; Protoss_Pylon 50; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 90; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 130; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 182; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 195; Protoss_Gateway 170; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 138; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 611; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 253; Protoss_Forge 95; Protoss_Templar_Archives 363; Protoss_Photon_Cannon 174; Protoss_Cybernetics_Core 231; 
Protoss_Pylon2 204; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 90; Protoss_Gateway 223; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 175; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 315; Protoss_Citadel_of_Adun 395; Protoss_Gateway2 0; Protoss_Forge 102; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 133; Protoss_Cybernetics_Core 269; 
Protoss_Pylon2 0; Protoss_Pylon 56; Protoss_Opening FastExpand; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 141; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 94; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 149; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 235; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 193; Protoss_Gateway 180; Protoss_Robotics_Support_Bay 845; Protoss_Expansion 149; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 521; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 325; Protoss_Gateway2 371; Protoss_Forge 89; Protoss_Templar_Archives 402; Protoss_Photon_Cannon 123; Protoss_Cybernetics_Core 283; 
Protoss_Pylon2 197; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 214; Protoss_Gateway 162; Protoss_Robotics_Support_Bay 1086; Protoss_Expansion 125; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 501; Protoss_Fleet_Beacon 0; Protoss_Stargate 667; Protoss_Citadel_of_Adun 311; Protoss_Gateway2 300; Protoss_Forge 147; Protoss_Templar_Archives 360; Protoss_Photon_Cannon 177; Protoss_Cybernetics_Core 246; 
