Terran_Control_Tower 9845; Terran_Comsat_Station 5375; Terran_Barracks 2745; Terran_Expansion 13605; Terran_Refinery 2080; Terran_Barracks2 5530; Terran_Missile_Turret 8010; Terran_Supply_Depot 1470; Terran_Engineering_Bay 3280; Terran_Science_Facility 9265; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7905; Terran_Opening Bio; Terran_Academy 4020; Terran_Bunker 36230; Terran_Factory 6420; 
Terran_Control_Tower 6810; Terran_Comsat_Station 10185; Terran_Barracks 1755; Terran_Expansion 12515; Terran_Refinery 2825; Terran_Barracks2 4195; Terran_Missile_Turret 14525; Terran_Supply_Depot 2030; Terran_Engineering_Bay 13460; Terran_Science_Facility 14245; Terran_Machine_Shop 5715; Terran_Armory 8560; Terran_Starport 5630; Terran_Opening Bio; Terran_Academy 8875; Terran_Bunker 0; Terran_Factory 4375; 
Terran_Control_Tower 15685; Terran_Comsat_Station 7540; Terran_Barracks 2105; Terran_Expansion 16650; Terran_Refinery 5520; Terran_Barracks2 2850; Terran_Missile_Turret 11115; Terran_Supply_Depot 1275; Terran_Engineering_Bay 9270; Terran_Science_Facility 15645; Terran_Machine_Shop 14750; Terran_Armory 0; Terran_Starport 14330; Terran_Opening Bio; Terran_Academy 6255; Terran_Bunker 8600; Terran_Factory 13045; 
Terran_Control_Tower 8105; Terran_Comsat_Station 7765; Terran_Barracks 2150; Terran_Expansion 11555; Terran_Refinery 4320; Terran_Barracks2 2795; Terran_Missile_Turret 12105; Terran_Supply_Depot 1380; Terran_Engineering_Bay 9230; Terran_Science_Facility 10245; Terran_Machine_Shop 16625; Terran_Armory 0; Terran_Starport 6940; Terran_Opening Bio; Terran_Academy 6415; Terran_Bunker 10765; Terran_Factory 5575; 
Terran_Control_Tower 10045; Terran_Comsat_Station 6615; Terran_Barracks 2005; Terran_Expansion 17000; Terran_Refinery 4190; Terran_Barracks2 2950; Terran_Missile_Turret 13705; Terran_Supply_Depot 1415; Terran_Engineering_Bay 9345; Terran_Science_Facility 14095; Terran_Machine_Shop 7500; Terran_Armory 0; Terran_Starport 7960; Terran_Opening Bio; Terran_Academy 5225; Terran_Bunker 15890; Terran_Factory 6145; 
Terran_Control_Tower 10890; Terran_Comsat_Station 7305; Terran_Barracks 2130; Terran_Expansion 4945; Terran_Refinery 5600; Terran_Barracks2 2805; Terran_Missile_Turret 12835; Terran_Supply_Depot 1405; Terran_Engineering_Bay 9010; Terran_Science_Facility 12685; Terran_Machine_Shop 15495; Terran_Armory 0; Terran_Starport 9750; Terran_Opening Bio; Terran_Academy 5835; Terran_Bunker 12735; Terran_Factory 8105; 
Terran_Control_Tower 10970; Terran_Comsat_Station 6315; Terran_Barracks 2235; Terran_Expansion 7285; Terran_Refinery 4535; Terran_Barracks2 2945; Terran_Missile_Turret 11885; Terran_Supply_Depot 1405; Terran_Engineering_Bay 8010; Terran_Science_Facility 11000; Terran_Machine_Shop 26625; Terran_Armory 0; Terran_Starport 9810; Terran_Opening Bio; Terran_Academy 4265; Terran_Bunker 11860; Terran_Factory 8455; 
Terran_Control_Tower 13790; Terran_Comsat_Station 7690; Terran_Barracks 2135; Terran_Expansion 10480; Terran_Refinery 4745; Terran_Barracks2 2985; Terran_Missile_Turret 14650; Terran_Supply_Depot 1255; Terran_Engineering_Bay 7475; Terran_Science_Facility 15235; Terran_Machine_Shop 12620; Terran_Armory 0; Terran_Starport 12605; Terran_Opening Bio; Terran_Academy 5130; Terran_Bunker 16250; Terran_Factory 11195; 
Terran_Control_Tower 9530; Terran_Comsat_Station 6385; Terran_Barracks 2105; Terran_Expansion 12470; Terran_Refinery 3980; Terran_Barracks2 2705; Terran_Missile_Turret 10365; Terran_Supply_Depot 1440; Terran_Engineering_Bay 9005; Terran_Science_Facility 9555; Terran_Machine_Shop 12150; Terran_Armory 0; Terran_Starport 8405; Terran_Opening Bio; Terran_Academy 4580; Terran_Bunker 9925; Terran_Factory 6915; 
Terran_Control_Tower 12400; Terran_Comsat_Station 7755; Terran_Barracks 2180; Terran_Expansion 5535; Terran_Refinery 6155; Terran_Barracks2 2820; Terran_Missile_Turret 14350; Terran_Supply_Depot 1435; Terran_Engineering_Bay 9665; Terran_Science_Facility 12910; Terran_Machine_Shop 9005; Terran_Armory 0; Terran_Starport 11105; Terran_Opening Bio; Terran_Academy 6495; Terran_Bunker 9905; Terran_Factory 7595; 
Terran_Control_Tower 11900; Terran_Comsat_Station 6550; Terran_Barracks 2175; Terran_Expansion 14780; Terran_Refinery 4160; Terran_Barracks2 2905; Terran_Missile_Turret 11845; Terran_Supply_Depot 1410; Terran_Engineering_Bay 6985; Terran_Science_Facility 11975; Terran_Machine_Shop 11340; Terran_Armory 0; Terran_Starport 10445; Terran_Opening Bio; Terran_Academy 5285; Terran_Bunker 11775; Terran_Factory 9055; 
Terran_Control_Tower 11410; Terran_Comsat_Station 5995; Terran_Barracks 2205; Terran_Expansion 6780; Terran_Refinery 4340; Terran_Barracks2 2895; Terran_Missile_Turret 12645; Terran_Supply_Depot 1415; Terran_Engineering_Bay 8550; Terran_Science_Facility 11465; Terran_Machine_Shop 9600; Terran_Armory 0; Terran_Starport 9240; Terran_Opening Bio; Terran_Academy 4160; Terran_Bunker 11620; Terran_Factory 7755; 
Terran_Control_Tower 11645; Terran_Comsat_Station 7180; Terran_Barracks 2280; Terran_Expansion 5440; Terran_Refinery 5715; Terran_Barracks2 2905; Terran_Missile_Turret 10920; Terran_Supply_Depot 1400; Terran_Engineering_Bay 8520; Terran_Science_Facility 11790; Terran_Machine_Shop 12780; Terran_Armory 0; Terran_Starport 10095; Terran_Opening Bio; Terran_Academy 5880; Terran_Bunker 10865; Terran_Factory 8700; 
Terran_Control_Tower 11285; Terran_Comsat_Station 7585; Terran_Barracks 2285; Terran_Expansion 13095; Terran_Refinery 4685; Terran_Barracks2 3180; Terran_Missile_Turret 16850; Terran_Supply_Depot 1450; Terran_Engineering_Bay 5190; Terran_Science_Facility 11300; Terran_Machine_Shop 10450; Terran_Armory 39035; Terran_Starport 9860; Terran_Opening Bio; Terran_Academy 6225; Terran_Bunker 14405; Terran_Factory 8530; 
Terran_Control_Tower 13250; Terran_Comsat_Station 8355; Terran_Barracks 2070; Terran_Expansion 19560; Terran_Refinery 3945; Terran_Barracks2 2720; Terran_Missile_Turret 12880; Terran_Supply_Depot 1435; Terran_Engineering_Bay 11525; Terran_Science_Facility 13210; Terran_Machine_Shop 10690; Terran_Armory 0; Terran_Starport 11970; Terran_Opening Bio; Terran_Academy 6760; Terran_Bunker 10470; Terran_Factory 9320; 
Terran_Control_Tower 10545; Terran_Comsat_Station 6945; Terran_Barracks 2225; Terran_Expansion 0; Terran_Refinery 4735; Terran_Barracks2 2785; Terran_Missile_Turret 0; Terran_Supply_Depot 1455; Terran_Engineering_Bay 11170; Terran_Science_Facility 10585; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 9260; Terran_Opening Bio; Terran_Academy 5650; Terran_Bunker 11135; Terran_Factory 7775; 
Terran_Control_Tower 11775; Terran_Comsat_Station 6335; Terran_Barracks 2145; Terran_Expansion 15560; Terran_Refinery 4115; Terran_Barracks2 2765; Terran_Missile_Turret 13095; Terran_Supply_Depot 1465; Terran_Engineering_Bay 7385; Terran_Science_Facility 12060; Terran_Machine_Shop 10580; Terran_Armory 0; Terran_Starport 10560; Terran_Opening Bio; Terran_Academy 4925; Terran_Bunker 11225; Terran_Factory 9260; 
Terran_Control_Tower 12770; Terran_Comsat_Station 6450; Terran_Barracks 2055; Terran_Expansion 12440; Terran_Refinery 4110; Terran_Barracks2 2710; Terran_Missile_Turret 9185; Terran_Supply_Depot 1455; Terran_Engineering_Bay 7460; Terran_Science_Facility 12845; Terran_Machine_Shop 8315; Terran_Armory 0; Terran_Starport 11475; Terran_Opening Bio; Terran_Academy 4940; Terran_Bunker 10180; Terran_Factory 6955; 
Terran_Control_Tower 11090; Terran_Comsat_Station 5780; Terran_Barracks 2220; Terran_Expansion 16695; Terran_Refinery 3625; Terran_Barracks2 2960; Terran_Missile_Turret 12990; Terran_Supply_Depot 1435; Terran_Engineering_Bay 8585; Terran_Science_Facility 11440; Terran_Machine_Shop 17110; Terran_Armory 0; Terran_Starport 9825; Terran_Opening Bio; Terran_Academy 4265; Terran_Bunker 8990; Terran_Factory 7845; 
Terran_Control_Tower 10555; Terran_Comsat_Station 6515; Terran_Barracks 2190; Terran_Expansion 14300; Terran_Refinery 3920; Terran_Barracks2 2865; Terran_Missile_Turret 10820; Terran_Supply_Depot 1415; Terran_Engineering_Bay 9225; Terran_Science_Facility 10705; Terran_Machine_Shop 14210; Terran_Armory 0; Terran_Starport 8785; Terran_Opening Bio; Terran_Academy 5250; Terran_Bunker 8245; Terran_Factory 6965; 
Terran_Control_Tower 13865; Terran_Comsat_Station 7835; Terran_Barracks 2190; Terran_Expansion 19990; Terran_Refinery 5105; Terran_Barracks2 2880; Terran_Missile_Turret 13585; Terran_Supply_Depot 1435; Terran_Engineering_Bay 12070; Terran_Science_Facility 13020; Terran_Machine_Shop 13310; Terran_Armory 0; Terran_Starport 11700; Terran_Opening Bio; Terran_Academy 6410; Terran_Bunker 9470; Terran_Factory 8100; 
Terran_Control_Tower 11470; Terran_Comsat_Station 5990; Terran_Barracks 2220; Terran_Expansion 14030; Terran_Refinery 3860; Terran_Barracks2 2835; Terran_Missile_Turret 12420; Terran_Supply_Depot 1485; Terran_Engineering_Bay 8710; Terran_Science_Facility 9770; Terran_Machine_Shop 9720; Terran_Armory 0; Terran_Starport 8220; Terran_Opening Bio; Terran_Academy 4555; Terran_Bunker 12335; Terran_Factory 6505; 
Terran_Control_Tower 10705; Terran_Comsat_Station 7390; Terran_Barracks 1965; Terran_Expansion 16250; Terran_Refinery 5170; Terran_Barracks2 2780; Terran_Missile_Turret 14245; Terran_Supply_Depot 1370; Terran_Engineering_Bay 10090; Terran_Science_Facility 10750; Terran_Machine_Shop 10680; Terran_Armory 0; Terran_Starport 9500; Terran_Opening Bio; Terran_Academy 5860; Terran_Bunker 3595; Terran_Factory 8020; 
Terran_Control_Tower 14440; Terran_Comsat_Station 7815; Terran_Barracks 2325; Terran_Expansion 5710; Terran_Refinery 5995; Terran_Barracks2 3170; Terran_Missile_Turret 11760; Terran_Supply_Depot 1490; Terran_Engineering_Bay 10160; Terran_Science_Facility 14425; Terran_Machine_Shop 9905; Terran_Armory 0; Terran_Starport 12985; Terran_Opening Bio; Terran_Academy 6265; Terran_Bunker 9360; Terran_Factory 8420; 
Terran_Control_Tower 10375; Terran_Comsat_Station 6105; Terran_Barracks 1545; Terran_Expansion 13225; Terran_Refinery 4030; Terran_Barracks2 5315; Terran_Missile_Turret 18105; Terran_Supply_Depot 1890; Terran_Engineering_Bay 15910; Terran_Science_Facility 12980; Terran_Machine_Shop 8890; Terran_Armory 0; Terran_Starport 9195; Terran_Opening Bio; Terran_Academy 4495; Terran_Bunker 11755; Terran_Factory 7430; 
Terran_Control_Tower 10215; Terran_Comsat_Station 9110; Terran_Barracks 2185; Terran_Expansion 0; Terran_Refinery 3410; Terran_Barracks2 2860; Terran_Missile_Turret 0; Terran_Supply_Depot 1445; Terran_Engineering_Bay 15980; Terran_Science_Facility 10250; Terran_Machine_Shop 9925; Terran_Armory 0; Terran_Starport 8980; Terran_Opening Bio; Terran_Academy 7740; Terran_Bunker 15745; Terran_Factory 7275; 
Terran_Control_Tower 9700; Terran_Comsat_Station 7270; Terran_Barracks 2145; Terran_Expansion 16005; Terran_Refinery 4580; Terran_Barracks2 2975; Terran_Missile_Turret 11020; Terran_Supply_Depot 1430; Terran_Engineering_Bay 9790; Terran_Science_Facility 9460; Terran_Machine_Shop 8285; Terran_Armory 0; Terran_Starport 8255; Terran_Opening Bio; Terran_Academy 5745; Terran_Bunker 12500; Terran_Factory 6945; 
Terran_Control_Tower 12955; Terran_Comsat_Station 7395; Terran_Barracks 2265; Terran_Expansion 5550; Terran_Refinery 5830; Terran_Barracks2 3035; Terran_Missile_Turret 10620; Terran_Supply_Depot 1455; Terran_Engineering_Bay 9545; Terran_Science_Facility 12940; Terran_Machine_Shop 12565; Terran_Armory 0; Terran_Starport 11765; Terran_Opening Bio; Terran_Academy 6140; Terran_Bunker 9915; Terran_Factory 8740; 
Terran_Control_Tower 11295; Terran_Comsat_Station 7635; Terran_Barracks 2215; Terran_Expansion 14385; Terran_Refinery 4430; Terran_Barracks2 2975; Terran_Missile_Turret 8910; Terran_Supply_Depot 1425; Terran_Engineering_Bay 7900; Terran_Science_Facility 11150; Terran_Machine_Shop 7820; Terran_Armory 0; Terran_Starport 9870; Terran_Opening Bio; Terran_Academy 6025; Terran_Bunker 8835; Terran_Factory 6575; 
Terran_Control_Tower 8155; Terran_Comsat_Station 8655; Terran_Barracks 1410; Terran_Expansion 0; Terran_Refinery 3765; Terran_Barracks2 2790; Terran_Missile_Turret 12135; Terran_Supply_Depot 1845; Terran_Engineering_Bay 10850; Terran_Science_Facility 10125; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7000; Terran_Opening Bio; Terran_Academy 7295; Terran_Bunker 4535; Terran_Factory 5660; 
Terran_Control_Tower 8035; Terran_Comsat_Station 7930; Terran_Barracks 2330; Terran_Expansion 13975; Terran_Refinery 2735; Terran_Barracks2 7315; Terran_Missile_Turret 10750; Terran_Supply_Depot 1415; Terran_Engineering_Bay 7690; Terran_Science_Facility 8720; Terran_Machine_Shop 15480; Terran_Armory 0; Terran_Starport 5545; Terran_Opening FastDropship; Terran_Academy 6315; Terran_Bunker 13090; Terran_Factory 4160; 
Terran_Control_Tower 8590; Terran_Comsat_Station 7135; Terran_Barracks 2015; Terran_Expansion 12565; Terran_Refinery 4035; Terran_Barracks2 2715; Terran_Missile_Turret 11255; Terran_Supply_Depot 1400; Terran_Engineering_Bay 9340; Terran_Science_Facility 8940; Terran_Machine_Shop 12230; Terran_Armory 0; Terran_Starport 7450; Terran_Opening Bio; Terran_Academy 5405; Terran_Bunker 16370; Terran_Factory 5900; 
Terran_Control_Tower 19440; Terran_Comsat_Station 9745; Terran_Barracks 2060; Terran_Expansion 7155; Terran_Refinery 7215; Terran_Barracks2 2930; Terran_Missile_Turret 0; Terran_Supply_Depot 1415; Terran_Engineering_Bay 28705; Terran_Science_Facility 20075; Terran_Machine_Shop 17045; Terran_Armory 0; Terran_Starport 18325; Terran_Opening Bio; Terran_Academy 7945; Terran_Bunker 16375; Terran_Factory 14685; 
Terran_Control_Tower 10820; Terran_Comsat_Station 6060; Terran_Barracks 2215; Terran_Expansion 11665; Terran_Refinery 3830; Terran_Barracks2 3005; Terran_Missile_Turret 11345; Terran_Supply_Depot 1490; Terran_Engineering_Bay 8635; Terran_Science_Facility 12110; Terran_Machine_Shop 9275; Terran_Armory 0; Terran_Starport 9380; Terran_Opening Bio; Terran_Academy 4705; Terran_Bunker 10710; Terran_Factory 7765; 
Terran_Control_Tower 16730; Terran_Comsat_Station 7145; Terran_Barracks 2265; Terran_Expansion 8185; Terran_Refinery 3975; Terran_Barracks2 3075; Terran_Missile_Turret 9460; Terran_Supply_Depot 1470; Terran_Engineering_Bay 4710; Terran_Science_Facility 16700; Terran_Machine_Shop 12415; Terran_Armory 0; Terran_Starport 14550; Terran_Opening Bio; Terran_Academy 5645; Terran_Bunker 9825; Terran_Factory 10985; 
Terran_Control_Tower 16115; Terran_Comsat_Station 6825; Terran_Barracks 2200; Terran_Expansion 6745; Terran_Refinery 4960; Terran_Barracks2 2715; Terran_Missile_Turret 12810; Terran_Supply_Depot 1440; Terran_Engineering_Bay 11175; Terran_Science_Facility 16135; Terran_Machine_Shop 12845; Terran_Armory 0; Terran_Starport 13985; Terran_Opening Bio; Terran_Academy 5110; Terran_Bunker 7855; Terran_Factory 10750; 
Terran_Control_Tower 8495; Terran_Comsat_Station 6995; Terran_Barracks 2135; Terran_Expansion 16165; Terran_Refinery 3930; Terran_Barracks2 2775; Terran_Missile_Turret 9245; Terran_Supply_Depot 1455; Terran_Engineering_Bay 8240; Terran_Science_Facility 8395; Terran_Machine_Shop 14435; Terran_Armory 0; Terran_Starport 7260; Terran_Opening Bio; Terran_Academy 4835; Terran_Bunker 18025; Terran_Factory 5905; 
Terran_Control_Tower 13210; Terran_Comsat_Station 7440; Terran_Barracks 2050; Terran_Expansion 12315; Terran_Refinery 5535; Terran_Barracks2 2905; Terran_Missile_Turret 14530; Terran_Supply_Depot 1410; Terran_Engineering_Bay 10245; Terran_Science_Facility 13235; Terran_Machine_Shop 10200; Terran_Armory 0; Terran_Starport 11865; Terran_Opening Bio; Terran_Academy 6040; Terran_Bunker 4285; Terran_Factory 8925; 
Terran_Control_Tower 0; Terran_Comsat_Station 6705; Terran_Barracks 2020; Terran_Expansion 0; Terran_Refinery 3975; Terran_Barracks2 2835; Terran_Missile_Turret 0; Terran_Supply_Depot 1475; Terran_Engineering_Bay 7720; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5320; Terran_Bunker 0; Terran_Factory 9010; 
Terran_Control_Tower 13770; Terran_Comsat_Station 6995; Terran_Barracks 2055; Terran_Expansion 8435; Terran_Refinery 4900; Terran_Barracks2 2945; Terran_Missile_Turret 11985; Terran_Supply_Depot 1485; Terran_Engineering_Bay 11005; Terran_Science_Facility 13750; Terran_Machine_Shop 13030; Terran_Armory 0; Terran_Starport 11925; Terran_Opening Bio; Terran_Academy 4720; Terran_Bunker 13090; Terran_Factory 7790; 
Terran_Control_Tower 0; Terran_Comsat_Station 8620; Terran_Barracks 1755; Terran_Expansion 0; Terran_Refinery 6915; Terran_Barracks2 7160; Terran_Missile_Turret 0; Terran_Supply_Depot 2560; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 7060; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 14370; Terran_Comsat_Station 7340; Terran_Barracks 2005; Terran_Expansion 19990; Terran_Refinery 5140; Terran_Barracks2 2780; Terran_Missile_Turret 13465; Terran_Supply_Depot 1465; Terran_Engineering_Bay 12460; Terran_Science_Facility 14355; Terran_Machine_Shop 15900; Terran_Armory 0; Terran_Starport 13195; Terran_Opening Bio; Terran_Academy 5530; Terran_Bunker 4430; Terran_Factory 11770; 
Terran_Control_Tower 15775; Terran_Comsat_Station 7220; Terran_Barracks 2130; Terran_Expansion 4775; Terran_Refinery 4900; Terran_Barracks2 2905; Terran_Missile_Turret 8950; Terran_Supply_Depot 1425; Terran_Engineering_Bay 6055; Terran_Science_Facility 15800; Terran_Machine_Shop 13110; Terran_Armory 0; Terran_Starport 13170; Terran_Opening Bio; Terran_Academy 5670; Terran_Bunker 9595; Terran_Factory 11070; 
Terran_Control_Tower 9500; Terran_Comsat_Station 6250; Terran_Barracks 2195; Terran_Expansion 14785; Terran_Refinery 4005; Terran_Barracks2 2835; Terran_Missile_Turret 11575; Terran_Supply_Depot 1440; Terran_Engineering_Bay 9960; Terran_Science_Facility 9550; Terran_Machine_Shop 13805; Terran_Armory 0; Terran_Starport 8305; Terran_Opening Bio; Terran_Academy 4805; Terran_Bunker 9150; Terran_Factory 7040; 
Terran_Control_Tower 17015; Terran_Comsat_Station 9910; Terran_Barracks 1980; Terran_Expansion 6530; Terran_Refinery 2690; Terran_Barracks2 3055; Terran_Missile_Turret 11620; Terran_Supply_Depot 1465; Terran_Engineering_Bay 10670; Terran_Science_Facility 17050; Terran_Machine_Shop 14860; Terran_Armory 0; Terran_Starport 15820; Terran_Opening Bio; Terran_Academy 8445; Terran_Bunker 15415; Terran_Factory 13280; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1360; Terran_Expansion 0; Terran_Refinery 2835; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1815; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 6715; Terran_Armory 9755; Terran_Starport 0; Terran_Opening TwoFactory; Terran_Academy 10085; Terran_Bunker 3330; Terran_Factory 5300; 
Terran_Control_Tower 7428; Terran_Comsat_Station 9702; Terran_Barracks 2492; Terran_Expansion 10426; Terran_Refinery 2038; Terran_Barracks2 6084; Terran_Missile_Turret 9290; Terran_Supply_Depot 1226; Terran_Engineering_Bay 4284; Terran_Science_Facility 22382; Terran_Machine_Shop 11086; Terran_Armory 0; Terran_Starport 5186; Terran_Opening FastDropship; Terran_Academy 6798; Terran_Bunker 11164; Terran_Factory 3880; 
Terran_Control_Tower 0; Terran_Comsat_Station 6754; Terran_Barracks 2362; Terran_Expansion 0; Terran_Refinery 4136; Terran_Barracks2 2870; Terran_Missile_Turret 9438; Terran_Supply_Depot 1414; Terran_Engineering_Bay 8174; Terran_Science_Facility 0; Terran_Machine_Shop 19730; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5078; Terran_Bunker 0; Terran_Factory 10850; 
Terran_Control_Tower 0; Terran_Comsat_Station 7335; Terran_Barracks 1765; Terran_Expansion 0; Terran_Refinery 5270; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2445; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 5900; Terran_Bunker 0; Terran_Factory 0; 
