Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening ; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower 456; Terran_Comsat_Station 523; Terran_Barracks 89; Terran_Expansion 304; Terran_Refinery 100; Terran_Barracks2 322; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 291; Terran_Armory 471; Terran_Starport 359; Terran_Opening vultures; Terran_Academy 451; Terran_Bunker -1; Terran_Factory 190; 
Terran_Control_Tower -1; Terran_Comsat_Station 428; Terran_Barracks 88; Terran_Expansion 266; Terran_Refinery 102; Terran_Barracks2 157; Terran_Missile_Turret 445; Terran_Supply_Depot 59; Terran_Engineering_Bay 404; Terran_Science_Facility 607; Terran_Machine_Shop 212; Terran_Armory 322; Terran_Starport 552; Terran_Opening ; Terran_Academy 367; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 962; Terran_Comsat_Station 618; Terran_Barracks 95; Terran_Expansion 265; Terran_Refinery 98; Terran_Barracks2 1015; Terran_Missile_Turret 808; Terran_Supply_Depot 56; Terran_Engineering_Bay 761; Terran_Science_Facility 962; Terran_Machine_Shop 210; Terran_Armory 555; Terran_Starport 874; Terran_Opening vultures; Terran_Academy 561; Terran_Bunker -1; Terran_Factory 150; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion 500; Terran_Refinery 107; Terran_Barracks2 523; Terran_Missile_Turret 401; Terran_Supply_Depot 54; Terran_Engineering_Bay 354; Terran_Science_Facility -1; Terran_Machine_Shop 236; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 258; Terran_Comsat_Station 505; Terran_Barracks 89; Terran_Expansion 357; Terran_Refinery 99; Terran_Barracks2 145; Terran_Missile_Turret 487; Terran_Supply_Depot 58; Terran_Engineering_Bay 431; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 785; Terran_Starport 211; Terran_Opening unknown; Terran_Academy 429; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station 820; Terran_Barracks 88; Terran_Expansion 482; Terran_Refinery 99; Terran_Barracks2 189; Terran_Missile_Turret 429; Terran_Supply_Depot 58; Terran_Engineering_Bay 371; Terran_Science_Facility -1; Terran_Machine_Shop 200; Terran_Armory 825; Terran_Starport -1; Terran_Opening unknown; Terran_Academy 744; Terran_Bunker -1; Terran_Factory 147; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 695; Terran_Comsat_Station 483; Terran_Barracks 141; Terran_Expansion 127; Terran_Refinery 156; Terran_Barracks2 570; Terran_Missile_Turret 619; Terran_Supply_Depot 62; Terran_Engineering_Bay 576; Terran_Science_Facility 697; Terran_Machine_Shop 293; Terran_Armory 430; Terran_Starport 637; Terran_Opening ; Terran_Academy 428; Terran_Bunker -1; Terran_Factory 208; 
Terran_Control_Tower -1; Terran_Comsat_Station 641; Terran_Barracks 91; Terran_Expansion 377; Terran_Refinery 107; Terran_Barracks2 341; Terran_Missile_Turret 346; Terran_Supply_Depot 63; Terran_Engineering_Bay 298; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory 671; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 565; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 349; Terran_Barracks 106; Terran_Expansion 470; Terran_Refinery 100; Terran_Barracks2 536; Terran_Missile_Turret 342; Terran_Supply_Depot 59; Terran_Engineering_Bay 297; Terran_Science_Facility -1; Terran_Machine_Shop 214; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 274; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower 947; Terran_Comsat_Station 754; Terran_Barracks 98; Terran_Expansion 215; Terran_Refinery 102; Terran_Barracks2 339; Terran_Missile_Turret 290; Terran_Supply_Depot 60; Terran_Engineering_Bay 250; Terran_Science_Facility 883; Terran_Machine_Shop 207; Terran_Armory 690; Terran_Starport 834; Terran_Opening ; Terran_Academy 691; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 380; Terran_Comsat_Station 262; Terran_Barracks 91; Terran_Expansion 397; Terran_Refinery 112; Terran_Barracks2 148; Terran_Missile_Turret 348; Terran_Supply_Depot 60; Terran_Engineering_Bay 302; Terran_Science_Facility 982; Terran_Machine_Shop 218; Terran_Armory 803; Terran_Starport 286; Terran_Opening air; Terran_Academy 205; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower 371; Terran_Comsat_Station 290; Terran_Barracks 90; Terran_Expansion 301; Terran_Refinery 111; Terran_Barracks2 332; Terran_Missile_Turret 607; Terran_Supply_Depot 59; Terran_Engineering_Bay 565; Terran_Science_Facility 760; Terran_Machine_Shop 581; Terran_Armory 584; Terran_Starport 320; Terran_Opening air; Terran_Academy 232; Terran_Bunker 675; Terran_Factory 193; 
Terran_Control_Tower 377; Terran_Comsat_Station 295; Terran_Barracks 91; Terran_Expansion 307; Terran_Refinery 116; Terran_Barracks2 395; Terran_Missile_Turret 629; Terran_Supply_Depot 60; Terran_Engineering_Bay 578; Terran_Science_Facility 820; Terran_Machine_Shop 242; Terran_Armory 485; Terran_Starport 329; Terran_Opening vultures; Terran_Academy 233; Terran_Bunker 216; Terran_Factory 184; 
Terran_Control_Tower 0; Terran_Comsat_Station 683; Terran_Barracks 89; Terran_Expansion 455; Terran_Refinery 107; Terran_Barracks2 174; Terran_Missile_Turret 405; Terran_Supply_Depot 54; Terran_Engineering_Bay 336; Terran_Science_Facility -1; Terran_Machine_Shop 231; Terran_Armory 0; Terran_Starport 0; Terran_Opening two_facto; Terran_Academy 581; Terran_Bunker -1; Terran_Factory 177; 
Terran_Control_Tower 634; Terran_Comsat_Station 292; Terran_Barracks 92; Terran_Expansion 389; Terran_Refinery 111; Terran_Barracks2 861; Terran_Missile_Turret 470; Terran_Supply_Depot 60; Terran_Engineering_Bay 421; Terran_Science_Facility 823; Terran_Machine_Shop 240; Terran_Armory 593; Terran_Starport 580; Terran_Opening vultures; Terran_Academy 237; Terran_Bunker -1; Terran_Factory 187; 
Terran_Control_Tower 392; Terran_Comsat_Station 315; Terran_Barracks 89; Terran_Expansion 432; Terran_Refinery 112; Terran_Barracks2 471; Terran_Missile_Turret 890; Terran_Supply_Depot 59; Terran_Engineering_Bay 823; Terran_Science_Facility 829; Terran_Machine_Shop 257; Terran_Armory 587; Terran_Starport 297; Terran_Opening vultures; Terran_Academy 258; Terran_Bunker 235; Terran_Factory 200; 
Terran_Control_Tower 819; Terran_Comsat_Station 614; Terran_Barracks 85; Terran_Expansion 728; Terran_Refinery 427; Terran_Barracks2 137; Terran_Missile_Turret 401; Terran_Supply_Depot 113; Terran_Engineering_Bay 361; Terran_Science_Facility 0; Terran_Machine_Shop 573; Terran_Armory 0; Terran_Starport 729; Terran_Opening ; Terran_Academy 543; Terran_Bunker 223; Terran_Factory 513; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 86; Terran_Expansion -1; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 52; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 208; Terran_Armory -1; Terran_Starport 218; Terran_Opening unknown; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 1019; Terran_Comsat_Station 479; Terran_Barracks 100; Terran_Expansion 257; Terran_Refinery 102; Terran_Barracks2 306; Terran_Missile_Turret 338; Terran_Supply_Depot 57; Terran_Engineering_Bay 291; Terran_Science_Facility 924; Terran_Machine_Shop 239; Terran_Armory 526; Terran_Starport 865; Terran_Opening vultures; Terran_Academy 424; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 595; Terran_Comsat_Station 490; Terran_Barracks 95; Terran_Expansion 242; Terran_Refinery 98; Terran_Barracks2 348; Terran_Missile_Turret 318; Terran_Supply_Depot 57; Terran_Engineering_Bay 274; Terran_Science_Facility 589; Terran_Machine_Shop 231; Terran_Armory 415; Terran_Starport 539; Terran_Opening air; Terran_Academy 433; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower 280; Terran_Comsat_Station 477; Terran_Barracks 91; Terran_Expansion 360; Terran_Refinery 103; Terran_Barracks2 232; Terran_Missile_Turret 431; Terran_Supply_Depot 58; Terran_Engineering_Bay 391; Terran_Science_Facility 871; Terran_Machine_Shop 210; Terran_Armory 589; Terran_Starport 233; Terran_Opening unknown; Terran_Academy 394; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 526; Terran_Comsat_Station 532; Terran_Barracks 90; Terran_Expansion 215; Terran_Refinery 104; Terran_Barracks2 143; Terran_Missile_Turret 383; Terran_Supply_Depot 60; Terran_Engineering_Bay 338; Terran_Science_Facility 493; Terran_Machine_Shop 206; Terran_Armory 284; Terran_Starport 433; Terran_Opening air; Terran_Academy 476; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 484; Terran_Comsat_Station 713; Terran_Barracks 90; Terran_Expansion 369; Terran_Refinery 114; Terran_Barracks2 175; Terran_Missile_Turret 560; Terran_Supply_Depot 60; Terran_Engineering_Bay 517; Terran_Science_Facility 0; Terran_Machine_Shop 253; Terran_Armory 977; Terran_Starport 433; Terran_Opening two_facto; Terran_Academy 620; Terran_Bunker -1; Terran_Factory 175; 
Terran_Control_Tower 272; Terran_Comsat_Station 693; Terran_Barracks 90; Terran_Expansion 444; Terran_Refinery 108; Terran_Barracks2 353; Terran_Missile_Turret 369; Terran_Supply_Depot 62; Terran_Engineering_Bay 326; Terran_Science_Facility 0; Terran_Machine_Shop 223; Terran_Armory 909; Terran_Starport 222; Terran_Opening air; Terran_Academy 596; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower 0; Terran_Comsat_Station 489; Terran_Barracks 92; Terran_Expansion 285; Terran_Refinery 103; Terran_Barracks2 310; Terran_Missile_Turret 357; Terran_Supply_Depot 63; Terran_Engineering_Bay 314; Terran_Science_Facility 0; Terran_Machine_Shop 234; Terran_Armory 522; Terran_Starport 1038; Terran_Opening ; Terran_Academy 423; Terran_Bunker 607; Terran_Factory 161; 
Terran_Control_Tower 853; Terran_Comsat_Station 614; Terran_Barracks 88; Terran_Expansion 321; Terran_Refinery 109; Terran_Barracks2 1045; Terran_Missile_Turret 415; Terran_Supply_Depot 61; Terran_Engineering_Bay 367; Terran_Science_Facility -1; Terran_Machine_Shop 243; Terran_Armory 710; Terran_Starport 574; Terran_Opening ; Terran_Academy 556; Terran_Bunker 434; Terran_Factory 189; 
Terran_Control_Tower 388; Terran_Comsat_Station 352; Terran_Barracks 88; Terran_Expansion 265; Terran_Refinery 115; Terran_Barracks2 -1; Terran_Missile_Turret 369; Terran_Supply_Depot 59; Terran_Engineering_Bay 323; Terran_Science_Facility 990; Terran_Machine_Shop 222; Terran_Armory 466; Terran_Starport 296; Terran_Opening air; Terran_Academy 300; Terran_Bunker 0; Terran_Factory 169; 
Terran_Control_Tower 0; Terran_Comsat_Station 489; Terran_Barracks 92; Terran_Expansion 285; Terran_Refinery 103; Terran_Barracks2 310; Terran_Missile_Turret 357; Terran_Supply_Depot 63; Terran_Engineering_Bay 314; Terran_Science_Facility 0; Terran_Machine_Shop 234; Terran_Armory 522; Terran_Starport 1038; Terran_Opening ; Terran_Academy 423; Terran_Bunker 607; Terran_Factory 161; 
Terran_Control_Tower -1; Terran_Comsat_Station 581; Terran_Barracks 91; Terran_Expansion 348; Terran_Refinery 112; Terran_Barracks2 416; Terran_Missile_Turret 474; Terran_Supply_Depot 60; Terran_Engineering_Bay 422; Terran_Science_Facility -1; Terran_Machine_Shop 219; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 526; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower 272; Terran_Comsat_Station 693; Terran_Barracks 90; Terran_Expansion 444; Terran_Refinery 108; Terran_Barracks2 353; Terran_Missile_Turret 369; Terran_Supply_Depot 62; Terran_Engineering_Bay 326; Terran_Science_Facility 0; Terran_Machine_Shop 223; Terran_Armory 909; Terran_Starport 222; Terran_Opening air; Terran_Academy 596; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower 388; Terran_Comsat_Station 352; Terran_Barracks 88; Terran_Expansion 265; Terran_Refinery 115; Terran_Barracks2 -1; Terran_Missile_Turret 369; Terran_Supply_Depot 59; Terran_Engineering_Bay 323; Terran_Science_Facility 990; Terran_Machine_Shop 222; Terran_Armory 466; Terran_Starport 296; Terran_Opening air; Terran_Academy 300; Terran_Bunker 0; Terran_Factory 169; 
Terran_Control_Tower -1; Terran_Comsat_Station 578; Terran_Barracks 93; Terran_Expansion 378; Terran_Refinery 116; Terran_Barracks2 795; Terran_Missile_Turret 555; Terran_Supply_Depot 59; Terran_Engineering_Bay 430; Terran_Science_Facility 0; Terran_Machine_Shop 224; Terran_Armory 0; Terran_Starport 0; Terran_Opening two_facto; Terran_Academy 523; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower 484; Terran_Comsat_Station 713; Terran_Barracks 90; Terran_Expansion 369; Terran_Refinery 114; Terran_Barracks2 175; Terran_Missile_Turret 560; Terran_Supply_Depot 60; Terran_Engineering_Bay 517; Terran_Science_Facility 0; Terran_Machine_Shop 253; Terran_Armory 977; Terran_Starport 433; Terran_Opening two_facto; Terran_Academy 620; Terran_Bunker -1; Terran_Factory 175; 
Terran_Control_Tower 756; Terran_Comsat_Station 420; Terran_Barracks 89; Terran_Expansion 258; Terran_Refinery 210; Terran_Barracks2 -1; Terran_Missile_Turret 403; Terran_Supply_Depot 55; Terran_Engineering_Bay 353; Terran_Science_Facility 755; Terran_Machine_Shop 320; Terran_Armory 575; Terran_Starport 668; Terran_Opening ; Terran_Academy 365; Terran_Bunker 285; Terran_Factory 265; 
Terran_Control_Tower -1; Terran_Comsat_Station 514; Terran_Barracks 103; Terran_Expansion 222; Terran_Refinery 105; Terran_Barracks2 308; Terran_Missile_Turret 358; Terran_Supply_Depot 61; Terran_Engineering_Bay 311; Terran_Science_Facility 999; Terran_Machine_Shop 215; Terran_Armory 493; Terran_Starport 946; Terran_Opening ; Terran_Academy 441; Terran_Bunker 332; Terran_Factory 162; 
Terran_Control_Tower 368; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion 449; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay 344; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory -1; Terran_Starport 321; Terran_Opening vultures; Terran_Academy 345; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower -1; Terran_Comsat_Station 651; Terran_Barracks 101; Terran_Expansion 314; Terran_Refinery 85; Terran_Barracks2 158; Terran_Missile_Turret 333; Terran_Supply_Depot 57; Terran_Engineering_Bay 260; Terran_Science_Facility -1; Terran_Machine_Shop 235; Terran_Armory 622; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 575; Terran_Bunker -1; Terran_Factory 175; 
Terran_Control_Tower 783; Terran_Comsat_Station 581; Terran_Barracks 96; Terran_Expansion 293; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret 370; Terran_Supply_Depot 54; Terran_Engineering_Bay 326; Terran_Science_Facility 759; Terran_Machine_Shop 205; Terran_Armory 579; Terran_Starport 688; Terran_Opening vultures; Terran_Academy 518; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station 518; Terran_Barracks 86; Terran_Expansion 321; Terran_Refinery 110; Terran_Barracks2 -1; Terran_Missile_Turret 399; Terran_Supply_Depot 61; Terran_Engineering_Bay 350; Terran_Science_Facility 0; Terran_Machine_Shop 221; Terran_Armory 552; Terran_Starport 1037; Terran_Opening two_facto; Terran_Academy 457; Terran_Bunker -1; Terran_Factory 167; 
Terran_Control_Tower 0; Terran_Comsat_Station 566; Terran_Barracks 88; Terran_Expansion 228; Terran_Refinery 100; Terran_Barracks2 238; Terran_Missile_Turret 356; Terran_Supply_Depot 60; Terran_Engineering_Bay 246; Terran_Science_Facility 0; Terran_Machine_Shop 220; Terran_Armory 845; Terran_Starport 0; Terran_Opening ; Terran_Academy 479; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower 788; Terran_Comsat_Station 501; Terran_Barracks 90; Terran_Expansion 387; Terran_Refinery 114; Terran_Barracks2 154; Terran_Missile_Turret 318; Terran_Supply_Depot 60; Terran_Engineering_Bay 274; Terran_Science_Facility -1; Terran_Machine_Shop 224; Terran_Armory 725; Terran_Starport 737; Terran_Opening two_facto; Terran_Academy 423; Terran_Bunker 483; Terran_Factory 167; 
Terran_Control_Tower 466; Terran_Comsat_Station 409; Terran_Barracks 83; Terran_Expansion 260; Terran_Refinery 96; Terran_Barracks2 -1; Terran_Missile_Turret 329; Terran_Supply_Depot 54; Terran_Engineering_Bay 285; Terran_Science_Facility 582; Terran_Machine_Shop 222; Terran_Armory 519; Terran_Starport 408; Terran_Opening air; Terran_Academy 354; Terran_Bunker 245; Terran_Factory 164; 
Terran_Control_Tower 376; Terran_Comsat_Station -1; Terran_Barracks 96; Terran_Expansion 286; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 61; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 204; Terran_Armory -1; Terran_Starport 322; Terran_Opening vultures; Terran_Academy 390; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 795; Terran_Comsat_Station 486; Terran_Barracks 91; Terran_Expansion 389; Terran_Refinery 109; Terran_Barracks2 333; Terran_Missile_Turret 555; Terran_Supply_Depot 60; Terran_Engineering_Bay 491; Terran_Science_Facility -1; Terran_Machine_Shop 214; Terran_Armory 687; Terran_Starport 736; Terran_Opening two_facto; Terran_Academy 416; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station 458; Terran_Barracks 86; Terran_Expansion 311; Terran_Refinery 103; Terran_Barracks2 382; Terran_Missile_Turret 430; Terran_Supply_Depot 57; Terran_Engineering_Bay 381; Terran_Science_Facility -1; Terran_Machine_Shop 225; Terran_Armory 540; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 397; Terran_Bunker 175; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station 579; Terran_Barracks 90; Terran_Expansion 279; Terran_Refinery 106; Terran_Barracks2 -1; Terran_Missile_Turret 455; Terran_Supply_Depot 60; Terran_Engineering_Bay 392; Terran_Science_Facility 853; Terran_Machine_Shop 207; Terran_Armory 582; Terran_Starport 765; Terran_Opening vultures; Terran_Academy 521; Terran_Bunker 308; Terran_Factory 155; 
Terran_Control_Tower 0; Terran_Comsat_Station 868; Terran_Barracks 89; Terran_Expansion 297; Terran_Refinery 107; Terran_Barracks2 330; Terran_Missile_Turret 417; Terran_Supply_Depot 59; Terran_Engineering_Bay 375; Terran_Science_Facility 0; Terran_Machine_Shop 241; Terran_Armory 869; Terran_Starport 0; Terran_Opening ; Terran_Academy 803; Terran_Bunker 141; Terran_Factory 175; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 94; Terran_Expansion 381; Terran_Refinery 108; Terran_Barracks2 496; Terran_Missile_Turret 391; Terran_Supply_Depot 66; Terran_Engineering_Bay 321; Terran_Science_Facility -1; Terran_Machine_Shop 235; Terran_Armory -1; Terran_Starport 542; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 172; 
